order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,13023,13623,13625,13844.756567620163,14336.748883187693
002,16007,16607,16610,16766.133415050357,17115.685836804885
003,18130,18730,18730,18979.53193217309,19538.185511665084
004,20921,21521,21525,21713.117576993583,22134.276331456833
005,22228,22828,22830,23112.603835524234,23745.298989682968
006,23776,24376,24380,24458.979963176032,24635.800776256703
007,26859,27459,27460,27509.78912571876,27621.257317626427
008,28945,29545,29545,29810.6114072892,30405.263811668014
009,34203,34803,34805,34861.63087708354,34861.63087708354
010,36247,36847,36883.333333333336,37049.74356737276,37422.30379283415
