runner_id,golfer_id,latitude,longitude,timestamp,type,total_orders,total_revenue,avg_order_time_min
runner_1,runner_1,34.0379,-84.5928,5010,delivery-runner,0,0.0,
runner_1,runner_1,34.0379,-84.5928,5610,delivery-runner,0,0.0,
runner_1,runner_1,34.0379,-84.5928,5611,delivery-runner,0,0.0,
runner_1,runner_1,34.0379,-84.5928,5612,delivery-runner,0,0.0,
runner_1,runner_1,34.0379,-84.5928,5613,delivery-runner,0,0.0,
runner_1,runner_1,34.0379,-84.5928,5614,delivery-runner,0,0.0,
runner_1,runner_1,34.0379,-84.5928,5615,delivery-runner,0,0.0,
runner_1,runner_1,34.0379,-84.5928,5616,delivery-runner,0,0.0,
runner_1,runner_1,34.0379,-84.5928,5617,delivery-runner,0,0.0,
runner_1,runner_1,34.0379,-84.5928,5618,delivery-runner,0,0.0,
runner_1,runner_1,34.0379,-84.5928,5619,delivery-runner,0,0.0,
runner_1,runner_1,34.0379,-84.5928,5620,delivery-runner,0,0.0,
runner_1,runner_1,34.0379,-84.5928,5621,delivery-runner,0,0.0,
runner_1,runner_1,34.0379,-84.5928,5621,delivery-runner,0,0.0,
runner_1,runner_1,34.037917485018596,-84.59286906945906,5622,delivery-runner,0,0.0,
runner_1,runner_1,34.03793497003719,-84.5929381389181,5623,delivery-runner,0,0.0,
runner_1,runner_1,34.037952455055795,-84.59300720837716,5624,delivery-runner,0,0.0,
runner_1,runner_1,34.03796994007439,-84.59307627783622,5625,delivery-runner,0,0.0,
runner_1,runner_1,34.037987425092986,-84.59314534729526,5626,delivery-runner,0,0.0,
runner_1,runner_1,34.03800491011158,-84.59321441675432,5627,delivery-runner,0,0.0,
runner_1,runner_1,34.03802239513018,-84.59328348621337,5628,delivery-runner,0,0.0,
runner_1,runner_1,34.03803988014877,-84.59335255567242,5629,delivery-runner,0,0.0,
runner_1,runner_1,34.038057365167376,-84.59342162513148,5630,delivery-runner,0,0.0,
runner_1,runner_1,34.03807485018597,-84.59349069459053,5631,delivery-runner,0,0.0,
runner_1,runner_1,34.03809233520457,-84.59355976404959,5632,delivery-runner,0,0.0,
runner_1,runner_1,34.03809233520457,-84.59355976404959,5632,delivery-runner,0,0.0,
runner_1,runner_1,34.03810792743243,-84.59358751624505,5633,delivery-runner,0,0.0,
runner_1,runner_1,34.038123519660296,-84.5936152684405,5634,delivery-runner,0,0.0,
runner_1,runner_1,34.03813911188816,-84.59364302063597,5635,delivery-runner,0,0.0,
runner_1,runner_1,34.038154704116025,-84.59367077283143,5636,delivery-runner,0,0.0,
runner_1,runner_1,34.038170296343885,-84.5936985250269,5637,delivery-runner,0,0.0,
runner_1,runner_1,34.03818588857175,-84.59372627722234,5638,delivery-runner,0,0.0,
runner_1,runner_1,34.038201480799614,-84.59375402941781,5639,delivery-runner,0,0.0,
runner_1,runner_1,34.03821707302748,-84.59378178161327,5640,delivery-runner,0,0.0,
runner_1,runner_1,34.03823266525534,-84.59380953380874,5641,delivery-runner,0,0.0,
runner_1,runner_1,34.03824825748321,-84.59383728600419,5642,delivery-runner,0,0.0,
runner_1,runner_1,34.03826384971107,-84.59386503819965,5643,delivery-runner,0,0.0,
runner_1,runner_1,34.03826384971107,-84.59386503819965,5643,delivery-runner,0,0.0,
runner_1,runner_1,34.03828011361648,-84.59389221334517,5644,delivery-runner,0,0.0,
runner_1,runner_1,34.03829637752189,-84.59391938849068,5645,delivery-runner,0,0.0,
runner_1,runner_1,34.0383126414273,-84.5939465636362,5646,delivery-runner,0,0.0,
runner_1,runner_1,34.038328905332705,-84.59397373878171,5647,delivery-runner,0,0.0,
runner_1,runner_1,34.03834516923811,-84.59400091392722,5648,delivery-runner,0,0.0,
runner_1,runner_1,34.038361433143514,-84.59402808907274,5649,delivery-runner,0,0.0,
runner_1,runner_1,34.03837769704892,-84.59405526421824,5650,delivery-runner,0,0.0,
runner_1,runner_1,34.03839396095433,-84.59408243936376,5651,delivery-runner,0,0.0,
runner_1,runner_1,34.03841022485974,-84.59410961450928,5652,delivery-runner,0,0.0,
runner_1,runner_1,34.03842648876515,-84.59413678965478,5653,delivery-runner,0,0.0,
runner_1,runner_1,34.038442752670555,-84.5941639648003,5654,delivery-runner,0,0.0,
runner_1,runner_1,34.038442752670555,-84.5941639648003,5654,delivery-runner,0,0.0,
runner_1,runner_1,34.03845938779217,-84.59419082102747,5655,delivery-runner,0,0.0,
runner_1,runner_1,34.03847602291379,-84.59421767725463,5656,delivery-runner,0,0.0,
runner_1,runner_1,34.0384926580354,-84.5942445334818,5657,delivery-runner,0,0.0,
runner_1,runner_1,34.03850929315702,-84.59427138970896,5658,delivery-runner,0,0.0,
runner_1,runner_1,34.03852592827864,-84.59429824593613,5659,delivery-runner,0,0.0,
runner_1,runner_1,34.038542563400256,-84.59432510216328,5660,delivery-runner,0,0.0,
runner_1,runner_1,34.038559198521874,-84.59435195839045,5661,delivery-runner,0,0.0,
runner_1,runner_1,34.03857583364349,-84.59437881461761,5662,delivery-runner,0,0.0,
runner_1,runner_1,34.0385924687651,-84.59440567084478,5663,delivery-runner,0,0.0,
runner_1,runner_1,34.03860910388672,-84.59443252707194,5664,delivery-runner,0,0.0,
runner_1,runner_1,34.03862573900834,-84.59445938329911,5665,delivery-runner,0,0.0,
runner_1,runner_1,34.03862573900834,-84.59445938329911,5665,delivery-runner,0,0.0,
runner_1,runner_1,34.03864237412996,-84.59448623952628,5666,delivery-runner,0,0.0,
runner_1,runner_1,34.038659009251575,-84.59451309575344,5667,delivery-runner,0,0.0,
runner_1,runner_1,34.038675644373185,-84.59453995198061,5668,delivery-runner,0,0.0,
runner_1,runner_1,34.0386922794948,-84.59456680820777,5669,delivery-runner,0,0.0,
runner_1,runner_1,34.03870891461642,-84.59459366443494,5670,delivery-runner,0,0.0,
runner_1,runner_1,34.03872554973804,-84.59462052066209,5671,delivery-runner,0,0.0,
runner_1,runner_1,34.03874218485966,-84.59464737688926,5672,delivery-runner,0,0.0,
runner_1,runner_1,34.038758819981275,-84.59467423311642,5673,delivery-runner,0,0.0,
runner_1,runner_1,34.038775455102886,-84.59470108934359,5674,delivery-runner,0,0.0,
