order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14459,15059,15060,15133.559563485707,15776.41670634285
002,14637,15237,15240,15533.080891531346,16104.509462959917
003,15678,16278,16380,16641.608864889808,17213.03743631838
004,16308,16908,16910,17087.10409436635,17158.532665794923
005,16967,17567,17760,18042.36095371584,18399.5038108587
006,18259,18859,18860,19022.38348446531,19308.097770179596
007,18745,19345,19345,19507.38348446531,19793.097770179596
008,18901,19501,19910,20140.907506248714,20426.621791963
009,18980,19580,20395,20623.305169016996,20766.162311874137
010,20214,20814,21030,21064.16194618075,21421.30480332361
011,21302,21902,21905,22127.786782456733,22199.215353885305
012,21303,21903,22025,22145.731928183257,22217.16049961183
013,21990,22590,22800,22906.160355868775,23191.87464158306
014,22997,23597,23600,23629.40946560554,23986.552322748397
015,23105,23705,23795,24255.867360685254,24755.867360685254
016,23662,24262,24590,24652.138910013007,25294.99605287015
017,24036,24636,25360,25534.303638219404,25748.589352505118
018,27367,27967,27970,28435.722145780972,28935.722145780972
019,27854,28454,28455,28500.582586480054,29214.868300765767
020,28682,29282,29540,29561.86381039369,29919.00666753655
021,29647,30247,30250,30380.66295064635,31023.52009350349
022,31883,32483,32485,32746.608864889808,33318.03743631838
023,32754,33354,33355,33566.364824108365,34209.22196696551
024,34193,34793,34795,34927.152630591874,34998.58120202045
025,35785,36385,36385,36823.89322582474,37323.89322582474
026,37256,37856,37860,38320.86736068525,38820.86736068525
027,37462,38062,38065,38358.78161899576,38715.924476138614
029,37768,38368,39425,39602.10409436635,39673.53266579492
028,37660,38260,39320,39635.74623204964,40064.31766062107
