order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14445,15045,15045,15464.037006122095,15749.751291836381
002,14771,15371,15375,15694.347427398068,16194.347427398068
003,16815,17415,17415,17435.180150702276,17506.608722130848
004,17369,17969,17970,18190.072641434617,18690.072641434617
005,17867,18467,18470,18730.58804656559,18873.44518942273
006,18464,19064,19295,19383.58224186733,20097.867956153044
007,18787,19387,19475,19629.718209520655,20344.00392380637
008,19286,19886,20700,20720.180150702276,20791.608722130848
009,20157,20757,20945,21331.04359465803,21616.757880372315
010,20194,20794,21395,21768.68205324564,22197.253481817068
011,20896,21496,22220,22370.211955466268,22441.64052689484
012,21048,21648,22800,22970.87146161127,23613.72860446841
013,22307,22907,23045,23149.695167770293,23792.552310627434
015,23175,23775,24395,24538.66047265565,25252.946186941364
014,23131,23731,24215,24639.26094609438,24853.546660380092
016,23363,23963,25455,25475.180150702276,25546.608722130848
017,25172,25772,25855,26072.540191380685,26643.968762809258
018,26411,27011,27015,27253.47255344741,27396.32969630455
019,27217,27817,27820,27851.2379479783,27922.666519406874
020,28015,28615,28615,29105.453045290906,29391.167331005192
021,31387,31987,31990,32040.939222884586,32112.36779431316
022,32157,32757,32760,33195.31869300669,33409.604407292405
023,32754,33354,33355,33375.180150702276,33446.60872213085
024,33019,33619,34010,34500.4530452909,34786.167331005185
025,35374,35974,35975,36349.98584673405,36707.12870387691
026,36028,36628,36630,36650.180150702276,36721.60872213085
027,36392,36992,37310,37330.180150702276,37401.60872213085
028,37335,37935,37935,38342.72200729707,38699.86486443992
029,38244,38844,38845,39094.530297145306,39237.38744000245
030,38394,38994,39300,39807.00960179294,40092.72388750722
