order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14482,15082,15085,15590.190142814836,15947.332999957693
003,15622,16222,16225,16245.180150702277,16316.608722130848
002,15608,16208,16210,16305.058004880762,16376.486576309333
004,16823,17423,17425,17843.460741453102,18200.60359859596
005,19206,19806,19810,20028.654254133202,20600.082825561774
006,20257,20857,20860,20959.453798151266,21673.73951243698
007,20652,21252,21255,21326.521892015644,21969.379034872785
008,20991,21591,21595,21992.5445728217,22278.258858535984
009,22573,23173,23175,23615.576207777147,23972.719064920006
010,23579,24179,24180,24200.180150702276,24271.608722130848
011,23768,24368,24370,24520.211955466268,24591.64052689484
012,24508,25108,25110,25469.36954294749,26112.22668580463
013,25914,26514,26515,26830.138501873254,27472.995644730396
014,26321,26921,26925,27425.467094138156,27711.18137985244
015,30260,30860,30860,31398.36337215196,31755.50622929482
016,32817,33417,33420,33860.57620777715,34217.719064920006
017,33429,34029,34030,34443.203200093034,34657.48891437875
018,36562,37162,37165,37260.05800488076,37331.48657630933
019,36645,37245,37245,37494.530297145306,37637.38744000245
020,39275,39875,39875,40092.540191380685,40663.96876280926
