order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,13272,13872,13875,14092.828937636828,14580.505663689431
002,16303,16903,16905,16921.992407970964,16960.035112383564
003,21155,21755,21755,21805.966721369237,21920.071321449617
004,21396,21996,22525,22581.630877083542,22581.630877083542
005,22201,22801,23218.333333333332,23229.6615981572,23255.023385076307
006,23865,24465,24465,24655.54550557125,25082.139921029262
007,27079,27679,27680,27801.249576871527,28072.703853449573
008,32100,32700,32700,32867.46170132808,33242.37595803274
009,33825,34425,34425,34642.52846986669,35129.53250688166
010,37545,38145,38145,38247.76758394144,38477.84426440734
