order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,11558,12158,12160,12299.684260205624,12612.410215889857
002,13330,13930,13930,14153.19262530638,14652.877607335588
003,15700,16300,16300,16542.983751642972,17086.977225470524
004,16898,17498,17690,17803.03396135698,18056.09506887261
005,17786,18386,18660,18867.50857691656,19332.08001777453
006,19548,20148,20150,20398.936067805087,20956.25562259259
007,19927,20527,21560,21622.898509479703,21763.716068016354
008,20565,21165,22365,22482.74617698131,22746.357020969313
009,21245,21845,23350,23566.43828861828,24051.00162134577
010,22592,23192,24655,24896.976277929894,25438.714213593837
011,23693,24293,26040,26120.112894162874,26299.47011990065
012,24943,25543,26900,27068.004974699525,27444.135515071594
013,26401,27001,28045,28101.630877083542,28101.630877083542
014,27880,28480,28738.333333333332,28834.376503520132,29049.398526326397
015,31058,31658,31660,31688.31017668153,31751.691169252117
016,35236,35836,35840,35957.74617698131,36221.35702096931
017,35967,36567,36825,36876.570222631395,36992.025944940484
018,37031,37631,37635,37791.67668877368,38142.44539498342
019,37118,37718,38745,38845.30643166351,39069.87306971613
020,39253,39853,39855,39955.30643166351,40179.87306971613
