order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,13684,14284,14285,14493.311941166072,14959.681958702055
002,13910,14510,15560,15683.410319046538,15959.70207810595
003,14655,15255,16560,16777.82893763683,17265.505663689433
004,17117,17717,17870,18104.520919821523,18629.567755242846
005,17475,18075,19230,19302.03007573702,19463.291439327364
006,20219,20819,20820,20977.50142401338,21330.116552401545
007,20998,21598,21935,21964.19124524843,22029.5447793867
008,21473,22073,22630,22812.674729388997,23221.648004140483
009,21481,22081,23825,23908.3140033276,24094.837891374464
010,21817,22417,24695,24746.792160151334,24862.74475750507
011,23507,24107,25465,25548.3140033276,25734.837891374464
012,24764,25364,26335,26523.117576993583,26944.276331456833
013,26651,27251,27545,27836.196851298133,28488.130100473056
014,27910,28510,29090,29147.456298534667,29276.08980271676
015,29764,30364,30365,30653.267975535637,31298.644040167663
016,33007,33607,33610,33668.598666413905,33799.78971062415
017,34550,35150,35150,35206.63087708354,35206.63087708354
018,37038,37638,37673.333333333336,37829.46674838369,38179.01917013822
019,37774,38374,38780,38885.60483668242,39122.03357552366
020,39094,39694,39725,39876.01254587493,40214.10033514717
