order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,13000,13600,13600,13780.468543029036,13960.937086058071
002,13173,13773,13775,14068.181300594068,14361.362601188135
003,13765,14365,14565,14857.59530579709,15150.190611594178
004,14742,15342,15345,15653.315562293716,15961.631124587431
005,15909,16509,16510,16680.438317600452,16850.876635200904
006,16066,16666,16670,17189.451701405167,17708.903402810334
007,16529,17129,17455,17584.518407349886,17714.03681469977
008,17306,17906,18310,18364.13609702079,18418.27219404158
009,18216,18816,18820,19119.543618034215,19419.08723606843
010,18498,19098,19100,19598.625647962966,20097.251295925933
011,19661,20261,20265,20758.19828024971,21251.396560499423
012,20466,21066,21070,21097.01731605537,21124.034632110743
013,21572,22172,22175,22191.16258501973,22207.32517003946
014,23280,23880,23880,23923.281390001295,23923.281390001295
015,23391,23991,23995,24038.281390001295,24038.281390001295
016,23848,24448,24558.333333333332,24942.959959569627,25327.586585805922
017,24217,24817,24853.333333333332,25197.05963587086,25540.78593840839
018,24252,24852,25930,26143.832847055106,26357.665694110212
019,25522,26122,26145,26256.329598428194,26367.659196856388
020,25687,26287,26960,27319.037288426745,27678.07457685349
021,27227,27827,27830,28106.31323410355,28382.626468207098
022,30515,31115,31115,31385.885860971714,31656.771721943427
023,32270,32870,32870,33169.543618034215,33469.08723606843
024,33007,33607,33610,34073.3780599401,34536.7561198802
025,33357,33957,34070,34374.00147217974,34678.00294435948
026,34357,34957,35140,35438.0226471273,35736.045294254596
027,36640,37240,37240,37410.438317600456,37580.87663520091
028,36792,37392,37395,37486.541689808764,37578.08337961753
030,37779,38379,38380,38588.405474216226,38796.81094843245
029,37390,37990,38180,38629.38962958984,39078.779259179675
