file,stamp,scenario,runners,orders,run,revenue_per_round,orders_per_runner_hour,on_time_rate,delivery_cycle_time_p90,delivery_cycle_time_avg,failed_rate,second_runner_break_even_orders,queue_wait_avg,runner_utilization_driving_pct,runner_utilization_prep_pct,runner_utilization_idle_pct,distance_per_delivery_avg,total_revenue,total_orders,successful_orders,failed_orders,total_rounds,active_runner_hours,late_orders,runner_utilization_pct,total_runner_drive_minutes,total_runner_shift_minutes
20250824_134359_delivery_runner_1_runners_real_tee_sheet\orders_010\back\run_01\delivery_runner_metrics_run_01.json,20250824_134359,real_tee_sheet,1,10,,37.5,1.3522496129613701,1.0,14.71174321167885,12.946497113336196,0.0,7.395084386898374,0.1131944444444495,27.868015398900702,0.0,72.1319846010993,2056.2779216020604,300.0,10,10,0,8,7.395084386898375,0,27.868015398900702,12365.179534215244,443.7050632139025
20250824_134359_delivery_runner_1_runners_real_tee_sheet\orders_010\front\run_01\delivery_runner_metrics_run_01.json,20250824_134359,real_tee_sheet,1,10,,33.333333333333336,1.3338631076240042,1.0,28.25773371858753,14.646168717795705,0.0,7.497021203182455,3.2229166666666664,20.583651731148212,0.0,79.41634826885179,1488.8414768129098,300.0,10,10,0,9,7.497021203182455,0,20.583651731148212,9258.964408040483,449.8212721909473
20250824_134359_delivery_runner_1_runners_real_tee_sheet\orders_010\front_back\run_01\delivery_runner_metrics_run_01.json,20250824_134359,real_tee_sheet,1,10,,33.333333333333336,1.2964548619999734,1.0,24.323556987144244,14.426322961617844,0.0,7.713342201959519,3.5269841269841242,18.02506935878155,0.0,81.97493064121845,1409.3525323648455,300.0,10,10,0,9,7.713342201959519,0,18.02506935878155,8342.011690700228,462.80053211757115
20250824_134359_delivery_runner_1_runners_real_tee_sheet\orders_010\front_mid\run_01\delivery_runner_metrics_run_01.json,20250824_134359,real_tee_sheet,1,10,,33.333333333333336,1.3037257245118468,1.0,16.002688315710063,12.584784394282666,0.0,7.6703249862959435,0.27037037037037037,22.780671498844786,0.0,77.21932850115522,1685.84476388352,300.0,10,10,0,9,7.6703249862959435,0,22.780671498844786,10484.109228131341,460.21949917775663
20250824_134359_delivery_runner_1_runners_real_tee_sheet\orders_010\front_mid_back\run_01\delivery_runner_metrics_run_01.json,20250824_134359,real_tee_sheet,1,10,,30.0,1.3616567933752668,1.0,20.71235418395564,13.048729471733814,0.0,7.343994498945699,1.8925925925925926,13.671401430103552,0.0,86.32859856989644,968.685219648352,300.0,10,10,0,10,7.343994498945699,0,13.671401430103552,6024.161813733532,440.63966993674194
20250824_134359_delivery_runner_1_runners_real_tee_sheet\orders_010\mid\run_01\delivery_runner_metrics_run_01.json,20250824_134359,real_tee_sheet,1,10,,33.333333333333336,1.3415900713383733,1.0,17.819897631491965,12.41021610559233,0.0,7.45384168654735,0.6666666666666666,18.791099196482847,0.0,81.20890080351715,1351.3555960264723,300.0,10,10,0,9,7.45384168654735,0,18.791099196482847,8403.952711607417,447.230501192841
20250824_134359_delivery_runner_1_runners_real_tee_sheet\orders_010\mid_back\run_01\delivery_runner_metrics_run_01.json,20250824_134359,real_tee_sheet,1,10,,30.0,1.2823126614188984,1.0,23.147157621338113,14.470271128776572,0.0,7.798410092071343,2.672222222222222,19.76360684845588,0.0,80.23639315154412,1486.9952127191261,300.0,10,10,0,10,7.798410092071343,0,19.76360684845588,9247.482666163718,467.90460552428056
20250824_134359_delivery_runner_1_runners_real_tee_sheet\orders_010\none\run_01\delivery_runner_metrics_run_01.json,20250824_134359,real_tee_sheet,1,10,,30.0,1.3006793323963688,1.0,19.4988991531818,13.509388966327919,0.0,7.688290073446482,3.17444444444444,17.7414791428942,0.0,82.2585208571058,1383.9600557560968,300.0,10,10,0,10,7.688290073446482,0,17.7414791428942,8184.098278954278,461.2974044067889
