order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,11525,12125,12125,12353.338005781849,12864.542496338225
002,13653,14253,14255,14457.647788827066,14911.336868290646
003,14859,15459,15515,15561.12802597743,15664.399725926902
004,17031,17631,17635,17751.719535081273,18013.03192705427
005,17216,17816,18615,18648.974301127935,18725.036169324805
006,18014,18614,19330,19390.701787236252,19526.6013108995
007,18422,19022,20130,20352.673863212887,20851.1974375701
008,19160,19760,21455,21529.22679498543,21695.40618674385
009,21578,22178,22300,22323.528473843588,22376.20416155311
010,22262,22862,22980,23091.63471747933,23341.56318944798
011,22810,23410,23945,24167.673863212887,24666.1974375701
012,25007,25607,25610,25694.714882952852,25884.375068668196
013,25863,26463,26485,26722.607779295882,27254.565494137412
014,28401,29001,29005,29228.94506719418,29730.31462061399
015,31240,31840,31840,31884.12498255593,31982.912256934887
016,34336,34936,34940,34996.63087708354,34996.63087708354
017,34341,34941,35633.333333333336,35871.536979280914,36404.828723939674
018,36068,36668,37005,37038.974301127935,37115.036169324805
019,36401,37001,37720,37787.72245768236,37939.339900254796
020,38924,39524,39525,39621.0431701868,39836.06519299307
