order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14913,15513,15515,15775.341958375413,16418.199101232556
002,15042,15642,15645,16281.527103744373,16638.66996088723
003,16011,16611,17020,17137.038701916204,17208.467273344777
004,16095,16695,17240,17865.469382881976,18222.612240024835
005,19609,20209,20210,20503.725361935692,20646.582504792834
006,20203,20803,20805,21164.36954294749,21807.22668580463
007,21061,21661,21665,22073.602319678674,22359.31660539296
008,21522,22122,22410,22652.18813719158,23152.18813719158
009,22164,22764,22960,23406.376440829496,23620.66215511521
010,22734,23334,23755,24152.5445728217,24438.258858535984
012,25105,25705,25705,25976.399725146024,26619.256868003165
011,24974,25574,25575,25982.72200729707,26339.86486443993
013,25253,25853,26940,27354.633943727164,27926.062515155736
014,27952,28552,28555,29045.701149997356,29545.701149997356
015,29261,29861,29865,30246.465357055684,30603.608214198543
016,35056,35656,35660,36296.527103744374,36653.66996088723
017,35952,36552,36555,36938.775243904594,37367.34667247602
018,37500,38100,38100,38193.63742399374,38836.49456685089
019,38051,38651,38655,39041.043594662464,39398.18645180532
020,38807,39407,39440,39869.51846720749,40226.661324350345
