order_id,placed_ts,placed_hole,queue,mins_to_set,drive_out_min,drive_total_min,delivery_hole,golfer_node_idx,predicted_node_idx,actual_node_idx
001,11:02:56,1,,10.066666666666666,11.720428854998438,17.67280980737939,-1,0,33,33
002,11:47:45,16,,10.0,4.234642161329975,6.6155945422823565,17,180,232,232
003,11:49:05,4,,10.0,10.428154708667535,16.380535661048487,4,36,69,69
004,11:55:37,6,,18.8,5.265370584484057,14.78918010829358,7,60,97,97
005,11:58:47,7,,26.716666666666665,1.5210713127620692,13.425833217523975,9,72,123,123
006,12:04:31,8,,34.733333333333334,3.4819106669361037,13.005720190745627,11,84,147,147
007,12:07:48,18,,41.2,0.36439683989483457,6.316777792275787,-1,204,253,280
008,12:11:33,1,,50.78333333333333,10.428154708667535,16.380535661048487,4,0,69,69
009,12:11:42,9,,53.63333333333333,5.643125655308298,12.785982798165442,13,96,184,184
010,12:13:13,2,,,,,,,,
011,12:24:54,13,,,,,,,,
012,12:44:43,13,,44.03333333333333,4.093605905446081,6.474558286398462,17,144,233,233
013,13:00:30,2,,37.75,8.972752598066352,17.306085931399686,6,12,77,77
014,13:01:04,12,,44.18333333333333,3.0804979843819336,6.651926555810506,16,132,222,222
015,13:01:33,8,,,,,,,,
016,13:21:36,2,,43.983333333333334,8.972752598066352,17.306085931399686,6,12,77,77
017,13:57:32,15,,14.383333333333333,2.905060636990068,6.4764892084186405,16,168,221,221
018,14:12:21,18,,16.066666666666666,0.36439683989483457,6.316777792275787,-1,204,253,262
019,14:43:11,4,,10.066666666666666,9.92447576227017,18.257809095603502,6,36,72,72
020,14:46:01,9,,10.066666666666666,0.5693657696791585,6.5217467220601115,-1,96,128,128
021,15:29:22,14,,10.05,3.8484584374785604,8.610363199383324,15,156,202,202
022,15:54:31,1,,10.066666666666666,12.480109070994997,16.051537642423572,2,0,29,29
023,16:16:04,17,,10.016666666666667,2.951734906105776,4.142211096581966,18,192,239,239
024,16:50:50,9,,10.0,0.759709774667499,12.664471679429404,9,96,127,127
025,16:57:32,5,,10.05,8.5920639005754,16.925397233908733,6,48,79,79
026,17:00:55,7,,22.583333333333332,1.5210713127620692,13.425833217523975,9,72,123,124
027,17:03:16,15,,31.316666666666666,2.202543843197903,3.3930200336740937,18,168,243,243
028,17:12:36,18,,34.4,0.36439683989483457,6.316777792275787,-1,204,253,281
029,17:20:45,13,,27.25,2.136944100718756,6.8988488626235185,15,144,211,212
030,17:47:09,7,,16.183333333333334,2.2794935332853736,14.184255438047279,9,72,119,119
