order_id,placed_ts,placed_hole,queue,mins_to_set,drive_out_min,drive_total_min,delivery_hole
001,10:00,14,1,10,3,8,15
002,10:00,9,2,28,9,18,12
003,10:00,14,3,56,2,3,18
005,10:00,7,4,,,,7
006,10:19,1,3,,,,1
007,10:48,16,3,41,2,3,18
008,10:51,7,4,52,9,18,12
009,11:00,8,4,,,,8
010,11:15,18,4,56,2,3,18
011,11:28,6,4,56,9,18,12
012,11:30,5,5,,,,5
013,11:38,18,5,,,,18
014,11:38,9,6,,,,9
015,11:45,17,7,,,,17
016,11:56,18,8,,,,18
017,12:05,1,7,,,,1
018,12:07,13,8,,,,13
019,12:30,14,8,52,2,3,18
020,12:37,17,8,58,2,3,18
021,13:02,15,4,47,2,3,18
022,13:26,3,2,36,7,17,7
023,13:55,7,1,34,6,16,11
024,13:57,17,2,58,2,3,18
025,13:59,18,3,,,,18
026,14:09,17,4,,,,17
027,14:12,3,5,,,,3
028,14:16,16,6,,,,16
029,14:38,9,6,50,6,12,14
030,15:10,17,4,40,2,3,18
031,15:31,3,2,33,7,17,7
032,15:32,17,3,58,2,3,18
033,16:14,3,2,30,7,17,7
034,16:36,17,1,34,2,3,18
035,17:36,13,1,10,6,12,14
