order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,10826,11426,11430,11591.797559010673,11954.03090007934
002,13310,13910,13910,14133.19262530638,14632.877607335588
003,14566,15166,15235,15347.31287189396,15598.759600014766
004,16348,16948,16950,17140.54550557125,17567.139921029262
005,17308,17908,18170,18369.445846726197,18815.96639909828
006,18125,18725,19420,19476.630877083542,19476.630877083542
007,18811,19411,20113.333333333332,20247.353450768405,20547.39848980215
008,19535,20135,21150,21224.448738941584,21391.125020154086
009,21308,21908,21995,22144.417811304545,22478.9352992998
010,23618,24218,24220,24269.78912571876,24381.257317626427
011,24733,25333,25335,25398.120441127405,25539.434861561895
012,25031,25631,26140,26196.630877083542,26196.630877083542
013,26781,27381,27418.333333333332,27662.20112217039,28208.173783745897
014,27219,27819,28810,28927.74617698131,29191.357020969313
015,30503,31103,31105,31304.445846726197,31750.96639909828
016,33455,34055,34055,34177.691832022036,34452.375038041515
017,33975,34575,35055,35160.60483668242,35397.03357552366
018,36641,37241,37245,37352.37146039691,37592.75532695717
019,37100,37700,38195,38301.648728633634,38540.41453900745
020,37939,38539,39145,39201.63087708354,39201.63087708354
