scenario,with_bev,runner_count,delivery_orders,config_dir,run_id,simulation_id,runner_id,revenue_per_round,orders_per_runner_hour,on_time_rate,delivery_cycle_time_p90,delivery_cycle_time_avg,failed_rate,second_runner_break_even_orders,queue_wait_avg,runner_utilization_driving_pct,runner_utilization_waiting_pct,distance_per_delivery_avg,total_revenue,total_orders,successful_orders,failed_orders,total_rounds,active_runner_hours
busy_weekend,False,3,30,busy_weekend_delivery_3r_30orders_no_bev_full,run_01,delivery_blocked_01,3_runners,22.36842105263158,1.7,0.6470588235294118,49.27209328102058,26.866222794722503,0.13636363636363635,12.5,0.0,15.136132518653111,11.274140644605207,865.2155428883123,425.0,22,17,3,19,10.0
busy_weekend,False,3,30,busy_weekend_delivery_3r_30orders_no_bev_full,run_02,delivery_blocked_02,3_runners,31.25,2.0,0.65,53.154005059906225,29.098289206034682,0.0,12.5,0.0,21.6154609306427,14.418303245809522,1064.0857492282787,500.0,21,20,0,16,10.0
busy_weekend,True,3,30,busy_weekend_delivery_3r_30orders_with_bev_full,run_01,delivery_blocked_01,3_runners,22.36842105263158,1.7,0.6470588235294118,49.27209328102058,26.866222794722503,0.13636363636363635,12.5,0.0,15.136132518653111,11.274140644605207,865.2155428883123,425.0,22,17,3,19,10.0
busy_weekend,True,3,30,busy_weekend_delivery_3r_30orders_with_bev_full,run_02,delivery_blocked_02,3_runners,31.25,2.0,0.65,53.154005059906225,29.098289206034682,0.0,12.5,0.0,21.6154609306427,14.418303245809522,1064.0857492282787,500.0,21,20,0,16,10.0
busy_weekend,False,3,40,busy_weekend_delivery_3r_40orders_no_bev_block3,run_01,delivery_blocked_01,3_runners,24.107142857142858,2.7,0.7037037037037037,47.86846774937036,27.63832017124109,0.22857142857142856,12.5,0.0,27.055305535760866,21.39413533422411,883.0017849864694,675.0,35,27,8,28,10.0
busy_weekend,False,3,40,busy_weekend_delivery_3r_40orders_no_bev_block3,run_02,delivery_blocked_02,3_runners,26.785714285714285,3.0,0.7333333333333333,53.674604005195036,27.155792798676046,0.15789473684210525,12.5,0.0,29.11868022453592,20.60772102050837,987.6005824022698,750.0,38,30,6,28,10.0
busy_weekend,False,3,40,busy_weekend_delivery_3r_40orders_no_bev_block6,run_01,delivery_blocked_01,3_runners,28.571428571428573,3.2,0.71875,53.73780609405382,24.776035190015158,0.08571428571428572,12.5,0.0,23.865307843885542,25.405913223888536,654.8854840277353,800.0,35,32,3,28,10.0
busy_weekend,False,3,40,busy_weekend_delivery_3r_40orders_no_bev_block6,run_02,delivery_blocked_02,3_runners,28.571428571428573,3.2,0.78125,47.172369533133335,23.62888235194466,0.10526315789473684,12.5,0.0,26.558409335872007,17.65583010324509,695.9056898352356,800.0,38,32,4,28,10.0
busy_weekend,False,3,40,busy_weekend_delivery_3r_40orders_no_bev_full,run_01,delivery_blocked_01,3_runners,23.214285714285715,2.6,0.7307692307692307,57.076495528677796,27.864512147272468,0.2571428571428571,12.5,0.0,29.029835011580303,20.451871239712972,805.7707390383905,650.0,35,26,9,28,10.0
busy_weekend,False,3,40,busy_weekend_delivery_3r_40orders_no_bev_full,run_02,delivery_blocked_02,3_runners,28.571428571428573,3.2,0.78125,42.819920248320415,25.636299203748823,0.13157894736842105,12.5,0.0,33.702497117885095,17.253870421185205,936.7713556529387,800.0,38,32,5,28,10.0
busy_weekend,True,3,40,busy_weekend_delivery_3r_40orders_with_bev_full,run_01,delivery_blocked_01,3_runners,23.214285714285715,2.6,0.7307692307692307,57.076495528677796,27.864512147272468,0.2571428571428571,12.5,0.0,29.029835011580303,20.451871239712972,805.7707390383905,650.0,35,26,9,28,10.0
busy_weekend,True,3,40,busy_weekend_delivery_3r_40orders_with_bev_full,run_02,delivery_blocked_02,3_runners,28.571428571428573,3.2,0.78125,42.819920248320415,25.636299203748823,0.13157894736842105,12.5,0.0,33.702497117885095,17.253870421185205,936.7713556529387,800.0,38,32,5,28,10.0
