order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14620,15220,15220,15546.898611225024,15689.755754082167
002,15454,16054,16290,16345.408999731562,16988.266142588705
003,16103,16703,17590,17621.2379479783,17692.666519406874
004,17299,17899,18295,18315.180150702276,18386.608722130848
005,18959,19559,19560,19580.180150702276,19651.608722130848
006,19341,19941,20255,20537.66760818477,20680.52475104191
007,20375,20975,21285,21897.190469635072,22254.33332677793
008,20488,21088,22855,22983.096468567634,23054.525039996206
009,21665,22265,23655,23781.810610898527,24424.667753755668
010,24314,24914,25025,25477.210253207835,25762.92453892212
011,24426,25026,26365,26702.956357000316,26845.813499857457
012,24639,25239,27450,27951.74746568973,28451.74746568973
013,25459,26059,29055,29150.05800488076,29221.486576309333
015,29917,30517,30520,30983.891054503227,31269.605340217513
016,35509,36109,36110,36194.00026743821,36265.428838866785
017,35623,36223,36870,36890.180150702276,36961.60872213085
018,36810,37410,37565,37596.237947978305,37667.66651940688
019,38155,38755,38755,39104.014100781715,39246.87124363886
020,38810,39410,39850,40078.30408655556,40649.73265798413
