order_id,placed_ts,placed_hole,queue,mins_to_set,drive_out_min,drive_total_min,delivery_hole,golfer_node_idx,predicted_node_idx,actual_node_idx
001,11:00:34,16,,10.016666666666667,3.4217980259132066,5.802750406865588,17,180,208,209
002,11:03:05,14,,10.0,7.808198986814629,11.379627558243202,16,156,184,183
003,11:09:22,9,,10.05,3.805068109259355,13.32887763306888,11,96,130,130
004,11:10:33,15,,15.866666666666667,3.4217980259132066,5.802750406865588,17,168,208,208
005,11:20:18,14,,14.2,5.816901679695245,8.197854060647625,17,156,195,195
006,11:39:20,18,,10.0,0.33633584503792613,1.5268120355141166,18,204,225,228
007,11:49:52,8,,10.05,2.210045771182498,14.114807675944403,9,84,106,107
008,11:54:33,17,,10.033333333333333,2.5035325911044612,3.694008781580652,18,192,213,214
009,11:59:39,17,,10.016666666666667,1.5843000813460093,2.7747762718222,18,192,218,218
010,12:00:19,17,,18.016666666666666,1.5843000813460093,2.7747762718222,18,192,218,218
011,12:00:38,17,,21.866666666666667,0.33633584503792613,1.5268120355141166,18,192,225,229
012,12:00:52,13,,23.216666666666665,6.886720001550566,10.458148572979137,16,144,189,189
013,12:05:28,8,,25.7,2.113510181642111,12.827795895927826,10,84,120,120
014,12:11:42,15,,22.383333333333333,3.9745425574568194,6.3554949384092,17,168,205,205
015,12:13:20,17,,31.25,0.33633584503792613,1.5268120355141166,18,192,225,235
016,12:26:21,15,,24.15,2.687827928562607,3.878304119038798,18,168,212,212
017,12:39:44,8,,14.266666666666667,1.192031533594066,11.90631724787978,10,84,115,115
018,12:48:40,7,,10.0,2.762932614428367,14.667694519190272,9,72,103,103
019,12:51:59,8,,12.433333333333334,1.8418590090946965,13.746620913856601,9,84,108,108
020,13:01:46,8,,14.15,1.9292149456485277,12.643500659934242,10,84,119,119
021,13:11:20,15,,12.083333333333334,4.711126803079484,7.092079184031865,17,168,201,202
022,13:18:27,17,,10.05,1.0314127596845235,2.221888950160714,18,192,221,221
023,13:28:32,13,,10.05,7.352541831731347,12.11444659363611,15,144,174,174
024,13:29:54,12,,10.683333333333334,7.871001572830634,13.823382525211587,14,132,159,159
025,13:32:35,10,,10.0,4.4050605541585055,12.738393887491839,12,108,139,139
026,13:37:07,16,,23.633333333333333,1.5843000813460093,2.7747762718222,18,180,218,218
027,13:42:25,8,,22.0,2.84785769352117,13.562143407806884,10,84,124,124
028,13:42:57,7,,22.383333333333333,1.0077350635770321,11.722020777862747,10,72,114,114
029,13:57:43,7,,15.866666666666667,2.3943412109275113,14.299103115689416,9,72,105,105
030,14:14:16,17,,12.816666666666666,0.33633584503792613,1.5268120355141166,18,192,225,225
031,14:20:42,6,,10.05,3.7861456899103967,14.500431404196112,8,60,97,97
032,14:28:03,10,,10.033333333333333,4.769569731807921,13.102903065141254,12,108,141,141
033,14:43:05,7,,10.0,3.131524716636098,15.036286621398004,9,72,101,101
034,14:54:52,15,,10.05,5.63260595000526,8.013558330957641,17,168,196,196
035,15:17:13,8,,10.033333333333333,2.026154829856508,13.930916734618414,9,84,107,107
036,15:26:11,7,,10.066666666666666,3.418175629390559,14.132461343676274,8,72,99,99
037,15:56:24,9,,10.016666666666667,3.8050681092593246,13.32887763306885,11,96,130,130
038,16:17:23,17,,10.033333333333333,2.687827928562668,3.8783041190388587,18,192,212,213
039,16:21:55,11,,10.0,6.0437384216535674,14.3770717549869,12,120,148,148
040,16:34:05,17,,10.0,1.4000044573035362,2.590480647779727,18,192,219,219
041,16:43:28,13,,10.033333333333333,8.341118235635925,13.103022997540688,15,144,181,181
042,16:45:29,17,,10.85,0.8489870480764997,2.03946323855269,18,192,222,222
043,17:16:37,15,,10.05,4.527430028478315,6.908382409430696,17,168,202,202
044,17:20:55,17,,10.0,2.503532591104522,3.6940087815807128,18,192,213,213
045,17:26:41,13,,10.066666666666666,8.450160029882317,13.21206479178708,15,144,180,180
046,17:35:37,17,,10.05,1.5843000813460093,2.7747762718222,18,192,218,218
047,17:39:10,12,,10.0,6.974345690884972,12.926726643265924,14,132,164,164
048,17:44:41,15,,13.816666666666666,3.790246924531069,6.171199305483451,17,168,206,206
049,17:49:56,11,,10.066666666666666,7.686284868530735,14.82914201138788,13,120,157,157
050,17:58:42,10,,,,,,,,
