order_id,placed_ts,placed_hole,queue,mins_to_set,drive_out_min,drive_total_min,delivery_hole
001,10:00,14,1,10,3,7,16
003,10:00,5,2,27,2,14,9
004,10:00,13,3,51,4,7,17
005,10:00,3,4,,,,3
006,10:00,13,5,,,,13
009,10:09,8,5,,,,8
010,10:34,16,5,54,2,3,18
011,10:55,6,5,46,6,16,11
012,10:55,1,6,,,,1
013,11:11,14,4,56,2,3,18
014,11:14,1,5,,,,1
015,11:27,13,5,,,,13
016,11:46,16,5,54,2,3,18
017,12:07,16,4,47,2,3,18
018,12:32,5,2,35,2,14,9
019,12:58,4,1,33,4,16,8
021,13:23,7,1,34,6,16,11
022,13:41,16,2,42,2,3,18
023,13:55,15,2,41,2,3,18
024,14:05,8,3,45,7,15,13
025,14:19,7,3,56,9,18,12
026,14:24,1,4,,,,1
027,15:23,4,2,20,7,17,7
028,16:50,14,1,10,3,8,15
029,16:53,9,1,25,9,18,12
030,17:22,7,1,24,3,14,10
