order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14952,15552,15555,15791.31717703947,16434.17431989661
002,17407,18007,18010,18164.262758790897,18235.69133021947
003,17687,18287,18290,18399.311240605355,18470.739812033928
004,17836,18436,18840,19234.234940513845,19734.234940513845
005,19535,20135,20135,20306.031623995113,21020.317338280827
006,19569,20169,20335,20651.622961374134,21008.765818516993
008,21237,21837,21840,22271.46009279909,22771.46009279909
007,20214,20814,21610,22315.27863211006,22672.42148925292
009,22958,23558,23560,23633.55956348571,24276.41670634285
010,23927,24527,24530,24783.748847628074,25069.46313334236
011,24103,24703,24880,24901.86381039369,25259.00666753655
012,24856,25456,25670,25856.073295205242,26498.930438062383
013,26111,26711,26715,26888.804154517173,27174.51844023146
014,26211,26811,27100,27827.870069575558,28185.012926718417
015,30336,30936,30940,31034.739690053528,31249.02540433924
017,33152,33752,33755,34048.78161899576,34405.924476138614
016,32884,33484,33485,34213.100898419005,34641.67232699043
018,36109,36709,36710,36732.741290995844,37089.8841481387
019,38430,39030,39030,39093.671513193425,39165.100084622
020,39097,39697,39700,39832.152630591874,39903.58120202045
