order_id,placed_ts,placed_hole,queue,mins_to_set,drive_out_min,drive_total_min,delivery_hole
001,10:00,11,1,10,7,15,13
002,10:32,17,1,10,2,3,18
003,11:17,18,1,10,2,3,18
004,11:20,14,1,20,3,7,16
005,12:07,18,1,10,2,3,18
007,13:29,17,1,10,2,3,18
009,14:01,9,1,10,6,16,11
010,14:19,13,1,18,3,7,16
011,14:52,18,1,10,2,3,18
012,15:32,8,1,10,3,14,10
014,16:20,18,1,10,2,3,18
