order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14801,15401,15405,15498.63742399374,16141.494566850883
002,15599,16199,16200,16836.52710374437,17193.66996088723
003,16698,17298,17300,17779.643401941696,18279.643401941696
004,17613,18213,18215,18235.180150702276,18306.608722130848
005,18442,19042,19045,19105.464103814622,19748.321246671763
006,19175,19775,19775,20376.26533865209,20733.40819579495
007,20629,21229,21230,21435.090537763434,22077.947680620575
008,21345,21945,21945,22132.891482998166,22847.17719728388
009,22875,23475,23475,23495.180150702276,23566.608722130848
011,23284,23884,23885,23945.464103814622,24588.321246671763
010,23222,23822,23825,24233.602319678674,24519.31660539296
012,25119,25719,25720,25980.34195837541,26623.199101232552
013,26154,26754,26755,26872.038701916204,26943.467273344777
014,27558,28158,28160,28628.58565418125,29128.58565418125
015,31146,31746,31750,32125.74104582998,32411.455331544264
017,33277,33877,33880,33900.180150702276,33971.60872213085
016,33150,33750,33750,34119.19798449869,34262.05512735584
019,37785,38385,38385,38405.180150702276,38476.60872213085
018,37612,38212,38215,38564.014100781715,38706.87124363886
020,38527,39127,39130,39247.0387019162,39318.46727334477
