order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,11206,11806,11810,11822.200201926687,11849.514086837184
002,11296,11896,12450,12535.555079148662,12727.09630112328
003,14703,15303,15305,15394.91403821277,15596.214123763746
004,15009,15609,16200,16448.64789446606,17005.32228506171
005,16209,16809,17610,17839.609215809374,18353.65969896469
006,18574,19174,19175,19401.179042755328,19907.5500339986
007,18741,19341,20510,20573.120441127405,20714.434861561895
008,20325,20925,21315,21541.179042755328,22047.5500339986
009,21441,22041,22650,22904.28311496516,23473.573670857317
010,23070,23670,24075,24242.46170132808,24617.37595803274
011,24206,24806,25220,25427.096583599658,25890.74565136008
012,24651,25251,26495,26685.104154885492,27110.710471793307
013,26775,27375,27715,27861.173138712224,28188.4264343366
014,26940,27540,28790,28877.344691843242,29072.892509402736
015,29763,30363,30365,30653.267975535637,31298.644040167663
016,33858,34458,34460,34686.27948051878,35192.875332426505
017,35758,36358,36360,36406.18365667322,36509.57990295655
018,36403,37003,37110,37259.41781130455,37593.9352992998
019,36983,37583,38195,38251.63087708354,38251.63087708354
020,37253,37853,38888.333333333336,38944.964210416874,38944.964210416874
