order_id,placed_ts,placed_hole,queue,mins_to_set,drive_out_min,drive_total_min,delivery_hole,golfer_node_idx,predicted_node_idx,actual_node_idx
001,11:29:58,13,,10.033333333333333,8.265864224069082,13.027768985973845,15,144,179,179
002,11:31:14,1,,10.016666666666667,3.1298600729747097,6.701288644403282,2,0,17,17
003,11:35:28,14,,10.033333333333333,7.808198986814629,11.379627558243202,16,156,184,184
004,11:46:37,17,,11.383333333333333,2.1349411427938927,3.3254173332700834,18,192,215,215
005,12:36:24,18,,10.016666666666667,0.33633584503792613,1.5268120355141166,18,204,225,229
006,12:41:37,2,,10.05,8.78842690565992,14.740807858040872,4,12,48,48
007,12:54:10,1,,10.0,3.498342147207465,7.069770718636037,2,0,19,19
008,12:55:05,8,,10.0,1.5606237332289916,12.274909447514707,10,84,117,117
009,13:13:01,18,,10.066666666666666,3.6826372419637363,7.254065813392308,2,204,20,20
010,13:19:57,11,,10.05,7.686284868530795,14.82914201138794,13,120,157,157
011,13:27:09,8,,10.016666666666667,0.9234833288593411,11.637769043145056,10,84,113,113
012,13:44:38,10,,10.033333333333333,4.788412806371889,8.35984137780046,2,108,26,26
013,14:06:17,15,,10.05,4.711126803079484,7.092079184031865,17,168,201,201
014,14:35:42,2,,10.05,10.055898263519824,16.008279215900775,4,12,55,55
015,15:21:46,17,,10.066666666666666,1.4000044573034756,2.5904806477796662,18,192,219,219
016,16:43:16,13,,10.066666666666666,8.341118235635925,13.103022997540688,15,144,181,181
017,16:57:28,15,,10.033333333333333,4.711126803079484,7.092079184031865,17,168,201,201
018,17:02:19,15,,10.016666666666667,5.448310187083674,7.8292625680360555,17,168,197,197
019,17:47:14,1,,10.016666666666667,2.5770494771573187,4.9580018581097,1,0,14,14
020,17:56:34,15,,10.016666666666667,5.448310187083674,7.8292625680360555,17,168,197,198
