order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,15028,15628,15630,16335.278632110061,16692.42148925292
002,15315,15915,15915,16608.838876296584,17037.41030486801
003,17537,18137,18140,18399.158518909557,18970.58709033813
004,17861,18461,18465,19014.785824113907,19514.785824113907
005,18455,19055,19575,19728.147275696032,20371.004418553173
006,18552,19152,20115,20142.928713408433,20785.785856265575
007,21221,21821,21825,21875.71826452656,22518.5754073837
008,21557,22157,22160,22344.829879062916,22559.11559334863
009,23363,23963,23965,24326.55729408987,24897.985865518443
010,23904,24504,24505,24866.55729408987,25437.985865518443
012,24842,25442,26040,26222.45229338788,26936.738007673594
011,24804,25404,25500,26239.290739887805,26596.433597030664
013,26854,27454,27455,27476.86381039369,27834.00666753655
014,27037,27637,27640,27863.09921485499,28505.95635771213
015,29400,30000,30000,30235.882326631217,30378.73946948836
016,34034,34634,34635,35351.68022697137,35780.2516555428
017,35274,35874,35875,35943.42292360783,36657.70863789355
018,38371,38971,38975,38997.07150553143,39639.92864838857
019,38620,39220,39220,39879.595977337085,40236.73883447994
