order_id,placed_ts,placed_hole,queue,mins_to_set,drive_out_min,drive_total_min,delivery_hole
001,10:00,14,1,10,3,7,16
003,10:00,6,2,27,3,14,10
004,11:16,15,1,10,4,7,17
005,11:16,9,2,27,9,18,12
006,11:54,7,1,17,3,14,10
007,12:31,15,1,10,4,7,17
008,14:05,7,1,10,2,14,9
009,14:17,18,1,22,2,3,18
010,14:20,3,2,32,7,17,7
011,14:59,16,1,20,2,3,18
013,15:18,7,1,14,2,14,9
014,15:57,18,1,10,2,3,18
015,18:22,18,1,10,2,3,18
