order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
002,14726,15326,15330,15421.264278765722,16135.549993051436
001,14611,15211,15215,15423.066165261827,15708.780450976114
003,14954,15554,15555,15600.582586480052,16314.868300765766
004,15467,16067,16310,16451.72660538015,17094.58374823729
005,16331,16931,16935,17180.616354326765,17323.473497183906
006,17021,17621,17625,17688.671513193425,17760.100084621998
007,17217,17817,17820,17926.160355868775,18211.87464158306
008,17450,18050,18050,18344.675610332102,18701.81846747496
009,17499,18099,18365,18495.66295064635,19138.52009350349
010,18156,18756,18815,19051.31717703947,19694.17431989661
011,18415,19015,19305,19482.10409436635,19553.532665794923
012,18721,19321,19740,19846.160355868775,20131.87464158306
013,18950,19550,20155,20176.86381039369,20534.00666753655
014,19172,19772,20295,20537.328176889332,20823.04246260362
015,19736,20336,20735,20946.67854364321,21589.535686500352
016,19762,20362,21135,21400.49920276193,21543.35634561907
017,19842,20442,21425,21565.041625688642,21779.327339974356
018,21140,21740,22145,22166.86381039369,22524.00666753655
019,21266,21866,22190,22483.35399424744,22840.4968513903
020,21354,21954,22380,22608.305169016996,22751.162311874137
021,21824,22424,23125,23146.86381039369,23504.00666753655
023,22343,22943,23445,23524.84360862329,24239.129322909004
022,22303,22903,23355,23540.224824667162,23825.93911038145
024,22642,23242,24105,24126.86381039369,24484.00666753655
025,22972,23572,24430,24637.671214323684,24851.956928609397
026,23092,23692,24840,25094.0785296798,25236.93567253694
027,24235,24835,25085,25313.305169016996,25456.162311874137
028,24571,25171,25455,25557.684934035147,26271.97064832086
029,24953,25553,25840,25861.86381039369,26219.00666753655
030,26219,26819,26820,27067.73784919519,27710.59499205233
031,26887,27487,27490,27587.890567857674,27659.319139286246
032,27002,27602,27605,27850.616354326765,27993.473497183906
033,27070,27670,28260,28445.224824667162,28730.93911038145
034,28441,29041,29045,29090.582586480054,29804.868300765767
035,30373,30973,30975,31146.031623995113,31860.317338280827
036,32041,32641,32645,32873.305169016996,33016.16231187414
037,32336,32936,32940,33054.10557443164,33768.39128871736
038,33589,34189,34190,34269.84360862329,34984.12932290901
039,33743,34343,34345,34493.19028330001,35207.47599758573
040,34579,35179,35180,35461.93332385419,35819.07618099704
041,34837,35437,35585,35710.34894005771,36424.63465434343
042,35055,35655,35810,35981.03162399511,36695.31733828083
043,36252,36852,36855,36961.16035586877,37246.874641583054
044,36492,37092,37095,37297.52238101879,37940.379523875934
045,37296,37896,37900,37975.04926685472,38046.477838283296
046,37945,38545,38545,38773.305169016996,38916.16231187414
047,38135,38735,38735,39062.16688096724,39490.73830953867
048,38821,39421,39425,39539.10557443164,40253.39128871736
049,38959,39559,39560,39651.264278765724,40365.54999305144
050,39310,39910,40095,40280.224824667166,40565.93911038145
