order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,12007,12607,12610,13032.61817603468,13455.236352069362
002,14751,15351,15355,15793.53489561232,16232.06979122464
003,18570,19170,19170,19554.626626236295,19939.25325247259
004,21471,22071,22075,22383.315562293716,22691.63112458743
005,23368,23968,23970,24208.341644654207,24446.683289308414
006,24201,24801,24805,24975.438317600452,25145.876635200904
007,25846,26446,26450,26620.438317600452,26790.876635200904
008,32281,32881,32885,32995.09959204171,33105.19918408342
009,34149,34749,34750,34793.28139000129,34836.56278000258
010,37165,37765,37765,37984.26022671265,38203.5204534253
