id,latitude,longitude,timestamp,type,hole,color,visibility_status,time_since_last_sighting_min,pulsing,total_orders,total_revenue,avg_per_order,revenue_per_hour,avg_order_time_min
golfer_group_1,34.0379,-84.5928,7200.0,golfer,1,#007cbf,,,,,,,,
golfer_group_1,34.03815279090035,-84.5925927027726,7260.0,golfer,1,#007cbf,,,,,,,,
golfer_group_1,34.03835123973532,-84.59233276840705,7320.0,golfer,1,#007cbf,,,,,,,,
golfer_group_1,34.03846425725406,-84.59199008304618,7380.0,golfer,1,#007cbf,,,,,,,,
golfer_group_1,34.03857727477281,-84.59164739768532,7440.0,golfer,1,#007cbf,,,,,,,,
golfer_group_1,34.038690292291555,-84.59130471232447,7500.0,golfer,1,#007cbf,,,,,,,,
golfer_group_1,34.0388033098103,-84.59096202696361,7560.0,golfer,1,#007cbf,,,,,,,,
golfer_group_1,34.03891632732905,-84.59061934160275,7620.0,golfer,1,#007cbf,,,,,,,,
golfer_group_1,34.03902934484779,-84.5902766562419,7680.0,golfer,1,#007cbf,,,,,,,,
golfer_group_1,34.03915498151587,-84.58994311724304,7740.0,golfer,1,#007cbf,,,,,,,,
golfer_group_1,34.03935257701742,-84.58966173402132,7800.0,golfer,1,#007cbf,,,,,,,,
golfer_group_1,34.03955017251896,-84.58938035079959,7860.0,golfer,1,#007cbf,,,,,,,,
golfer_group_1,34.0397477680205,-84.58909896757785,7920.0,golfer,1,#007cbf,,,,,,,,
golfer_group_1,34.039960963741954,-84.58883870909989,7980.0,golfer,1,#007cbf,,,,,,,,
golfer_group_1,34.0402152614799,-84.58863410814281,8040.0,golfer,2,#007cbf,,,,,,,,
golfer_group_1,34.04046955921785,-84.58842950718574,8100.0,golfer,2,#007cbf,,,,,,,,
golfer_group_1,34.04073229108471,-84.58829822885049,8160.0,golfer,2,#007cbf,,,,,,,,
golfer_group_1,34.04102315362346,-84.58841150625273,8220.0,golfer,2,#007cbf,,,,,,,,
golfer_group_1,34.04131401616222,-84.58852478365496,8280.0,golfer,2,#007cbf,,,,,,,,
golfer_group_1,34.04160487870097,-84.5886380610572,8340.0,golfer,2,#007cbf,,,,,,,,
golfer_group_1,34.04189574123973,-84.58875133845943,8400.0,golfer,2,#007cbf,,,,,,,,
golfer_group_1,34.042186603778475,-84.58886461586168,8460.0,golfer,2,#007cbf,,,,,,,,
golfer_group_1,34.04247746631723,-84.58897789326392,8520.0,golfer,2,#007cbf,,,,,,,,
golfer_group_1,34.042768328855985,-84.58909117066615,8580.0,golfer,2,#007cbf,,,,,,,,
golfer_group_1,34.04305919139474,-84.58920444806839,8640.0,golfer,2,#007cbf,,,,,,,,
golfer_group_1,34.043247893201055,-84.58946220758558,8700.0,golfer,2,#007cbf,,,,,,,,
golfer_group_1,34.043386336501754,-84.58979104583345,8760.0,golfer,2,#007cbf,,,,,,,,
golfer_group_1,34.04352477980246,-84.59011988408133,8820.0,golfer,3,#007cbf,,,,,,,,
golfer_group_1,34.04366322310316,-84.5904487223292,8880.0,golfer,3,#007cbf,,,,,,,,
golfer_group_1,34.043801666403866,-84.59077756057708,8940.0,golfer,3,#007cbf,,,,,,,,
golfer_group_1,34.04391127065408,-84.59111857018165,9000.0,golfer,3,#007cbf,,,,,,,,
golfer_group_1,34.043972800141226,-84.59147986946564,9060.0,golfer,3,#007cbf,,,,,,,,
golfer_group_1,34.04400028315852,-84.59183942074687,9120.0,golfer,3,#007cbf,,,,,,,,
golfer_group_1,34.04391355242437,-84.59219310810283,9180.0,golfer,3,#007cbf,,,,,,,,
golfer_group_1,34.043826821690224,-84.59254679545882,9240.0,golfer,3,#007cbf,,,,,,,,
golfer_group_1,34.04374009095608,-84.5929004828148,9300.0,golfer,3,#007cbf,,,,,,,,
golfer_group_1,34.04365336022193,-84.59325417017077,9360.0,golfer,3,#007cbf,,,,,,,,
golfer_group_1,34.043566629487785,-84.59360785752675,9420.0,golfer,3,#007cbf,,,,,,,,
golfer_group_1,34.04361510219341,-84.59385184079204,9480.0,golfer,3,#007cbf,,,,,,,,
golfer_group_1,34.04391923167398,-84.59388838411294,9540.0,golfer,3,#007cbf,,,,,,,,
golfer_group_1,34.04421645589678,-84.59396442253092,9600.0,golfer,3,#007cbf,,,,,,,,
golfer_group_1,34.04450689160682,-84.59407928831482,9660.0,golfer,4,#007cbf,,,,,,,,
golfer_group_1,34.044797327316864,-84.59419415409873,9720.0,golfer,4,#007cbf,,,,,,,,
golfer_group_1,34.045087763026906,-84.59430901988263,9780.0,golfer,4,#007cbf,,,,,,,,
golfer_group_1,34.04537819873694,-84.59442388566654,9840.0,golfer,4,#007cbf,,,,,,,,
golfer_group_1,34.04566863444698,-84.59453875145046,9900.0,golfer,4,#007cbf,,,,,,,,
golfer_group_1,34.045959070157025,-84.59465361723436,9960.0,golfer,4,#007cbf,,,,,,,,
golfer_group_1,34.04624950586707,-84.59476848301827,10020.0,golfer,4,#007cbf,,,,,,,,
golfer_group_1,34.04654785117958,-84.59475949968787,10080.0,golfer,4,#007cbf,,,,,,,,
golfer_group_1,34.04684944166004,-84.59469970328865,10140.0,golfer,4,#007cbf,,,,,,,,
golfer_group_1,34.04715103214049,-84.59463990688944,10200.0,golfer,4,#007cbf,,,,,,,,
golfer_group_1,34.047452622620945,-84.59458011049023,10260.0,golfer,4,#007cbf,,,,,,,,
golfer_group_1,34.047724366239,-84.59442590662819,10320.0,golfer,4,#007cbf,,,,,,,,
golfer_group_1,34.04786228337494,-84.59424990112493,10380.0,golfer,4,#007cbf,,,,,,,,
golfer_group_1,34.04756744650564,-84.59415272751936,10440.0,golfer,5,#007cbf,,,,,,,,
golfer_group_1,34.04727260963633,-84.59405555391379,10500.0,golfer,5,#007cbf,,,,,,,,
golfer_group_1,34.04697777276702,-84.59395838030822,10560.0,golfer,5,#007cbf,,,,,,,,
golfer_group_1,34.04668293589772,-84.59386120670266,10620.0,golfer,5,#007cbf,,,,,,,,
golfer_group_1,34.04638809902841,-84.59376403309709,10680.0,golfer,5,#007cbf,,,,,,,,
golfer_group_1,34.04609326215911,-84.59366685949152,10740.0,golfer,5,#007cbf,,,,,,,,
