order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,13746,14346,14350,14510.74609520424,14870.625412825673
002,14661,15261,15475,15591.933122117429,15853.723694022121
003,18315,18915,18915,18927.200201926687,18954.514086837182
004,21428,22028,22030,22098.562652400455,22252.061127923862
005,22067,22667,22855,22901.18365667322,23004.57990295655
006,22401,23001,23605,23678.386598695106,23842.684953982654
007,27236,27836,27840,27995.08195429247,28342.280359424865
008,30799,31399,31400,31417.864333961996,31457.859111488855
009,34118,34718,34720,34853.62250949356,35152.77738149407
010,36562,37162,37165,37187.65655827513,37238.38019620452
