order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,15178,15778,15780,15941.269675713758,16012.698247142329
002,15802,16402,16615,17111.907274084188,17469.050131227046
003,15898,16498,18070,18432.624305299214,18932.624305299214
004,17631,18231,19535,19784.530297145306,19927.387440002447
005,18181,18781,20530,20678.755969900856,21321.613112757997
006,18334,18934,21925,22311.04359466246,22668.18645180532
007,20629,21229,23270,23508.47255344741,23651.32969630455
008,20894,21494,24255,24669.633943727164,25241.062515155736
009,22654,23254,25845,26241.921479439974,26527.63576515426
013,27137,27737,28335,28628.725361935692,28771.582504792834
014,27831,28431,29375,29414.881474960122,29486.310046388695
015,30045,30645,30645,31009.68329773376,31223.969012019475
016,32754,33354,33355,33615.588046565594,33758.44518942274
017,34802,35402,35405,35515.51154054568,36229.7972548314
018,36335,36935,36935,37127.64014412586,37699.06871555443
019,36627,37227,38300,38597.23192144463,39097.23192144463
020,37988,38588,39700,40062.624305299214,40562.624305299214
