order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,15439,16039,16040,16422.814266513884,16851.38569508531
002,15987,16587,16590,16883.35399424744,17240.4968513903
003,17664,18264,18265,18558.78161899576,18915.924476138618
004,17760,18360,18360,18598.76752431774,19170.196095746312
005,18562,19162,19165,19205.830134556712,19562.97299169957
006,19598,20198,20200,20309.311240605355,20380.739812033928
007,19635,20235,20235,20542.291547006564,21113.720118435136
008,21523,22123,22125,22244.242257241553,22887.099400098694
011,23684,24284,24285,24306.86381039369,24664.00666753655
009,23305,23905,23905,24355.31389914081,24855.31389914081
010,23366,23966,23970,24408.893225824733,24908.893225824733
012,24895,25495,25495,25867.977965411144,26439.406536839717
013,28562,29162,29165,29419.0785296798,29561.93567253694
014,28644,29244,29245,29427.45229338788,30141.738007673594
015,28845,29445,29445,29485.830134556712,29842.97299169957
016,33299,33899,33900,34227.34290216283,34798.771473591405
017,34605,35205,35205,35754.785824113904,36254.785824113904
018,37006,37606,37610,37939.86183089018,38511.29040231875
019,38519,39119,39120,39295.98861659957,39938.845759456715
020,38964,39564,39565,39974.80381177336,40474.80381177336
