order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14559,15159,15160,15805.357720951506,16162.500578094363
002,14565,15165,16765,17168.576204132307,17740.00477556088
003,14753,15353,18345,18365.180150702276,18436.608722130848
004,15846,16446,19040,19100.464103814622,19743.321246671763
005,18894,19494,20345,20449.695167770293,21092.552310627434
006,20019,20619,21695,21845.211955466268,21916.64052689484
007,20025,20625,22520,22784.30363324951,23284.30363324951
008,21474,22074,23885,24024.15421975113,24095.582791179702
009,21610,22210,24700,24883.199807759942,25026.056950617083
010,23417,24017,25630,25992.624305299214,26492.624305299214
011,23840,24440,27095,27323.450192714285,27823.450192714285
013,26779,27379,29025,29045.180150702276,29116.608722130848
014,26846,27446,29720,29868.755969900856,30511.613112757997
015,30932,31532,31535,31816.965312664295,32459.822455521436
016,33512,34112,34115,34135.180150702276,34206.60872213085
017,33687,34287,34810,34892.57966540887,35535.436808266015
018,36816,37416,37420,37601.58239318592,38173.01096461449
019,37511,38111,38775,38795.180150702276,38866.60872213085
020,38255,38855,39470,39878.60231967867,40164.31660539295
