order_id,placed_ts,placed_hole,queue,mins_to_set,drive_out_min,drive_total_min,delivery_hole,golfer_node_idx,predicted_node_idx,actual_node_idx
001,11:07:22,13,,10.05,8.450160029882287,13.21206479178705,15,144,180,180
002,11:08:58,7,,10.033333333333333,2.9472285781991254,14.851990482961032,9,72,102,102
003,11:14:40,3,,26.0,7.809760903020833,16.143094236354166,6,24,75,75
004,11:30:54,11,,13.016666666666667,7.8066013214621615,14.949458464319305,13,120,158,158
005,12:23:02,14,,10.05,6.886720001550566,10.458148572979137,16,156,189,189
006,12:26:19,15,,10.016666666666667,4.895422698928209,7.27637507988059,17,168,200,200
007,12:27:53,16,,25.7,1.0314127596845235,2.221888950160714,18,180,221,221
008,12:53:53,4,,10.033333333333333,7.463453353689935,16.987262877499457,7,36,77,77
009,13:03:06,11,,10.066666666666666,6.0437384216535674,14.3770717549869,12,120,148,148
010,13:05:33,8,,25.366666666666667,3.2756459708735446,12.799455494683068,11,84,127,127
011,13:19:58,3,,17.616666666666667,7.809760903020833,16.143094236354166,6,24,75,75
012,13:24:58,10,,28.783333333333335,7.342936796285782,13.295317748666735,14,108,162,163
013,14:24:45,3,,10.0,10.203174493917867,16.15555544629882,-1,24,62,62
014,14:54:09,6,,10.016666666666667,5.620900082723225,16.33518579700894,8,60,87,87
015,15:32:06,12,,10.066666666666666,6.7996540940557075,11.56155885596047,15,132,171,171
016,16:06:50,17,,10.0,1.4000044573035362,2.590480647779727,18,192,219,219
017,16:36:26,10,,10.066666666666666,3.807503211904744,12.140836545238077,12,108,134,134
018,17:01:34,11,,10.016666666666667,6.949141163190628,14.091998306047772,13,120,153,153
019,17:17:41,7,,10.066666666666666,2.947228578199065,14.85199048296097,9,72,102,102
020,17:58:23,10,,10.033333333333333,3.6678773572435603,12.001210690576894,12,108,135,135
