order_id,placed_ts,placed_hole,queue,mins_to_set,drive_out_min,drive_total_min,delivery_hole
001,10:00,14,1,10,3,7,16
002,11:21,3,1,10,10,17,5
003,11:29,17,1,29,2,3,18
004,12:21,3,1,10,10,17,5
005,12:51,3,1,10,10,17,5
006,13:33,16,1,10,2,3,18
007,14:06,12,1,10,6,12,14
008,15:19,4,1,10,10,18,6
009,18:27,15,1,10,4,7,17
