order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
002,15728,16328,16330,16511.58239318592,17083.010964614492
001,15725,16325,16325,16553.450192714285,17053.450192714285
003,16095,16695,16695,17157.691733362095,17514.834590504954
005,16392,16992,17685,17913.304086555563,18484.732657984136
004,16383,16983,17655,18041.04359466246,18398.18645180532
006,16515,17115,18115,18225.51154054568,18939.797254831396
007,16769,17369,19000,19170.87146161127,19813.72860446841
008,16889,17489,19085,19277.64014412586,19849.068715554433
009,17412,18012,19540,19931.313469586483,20074.170612443624
011,18801,19401,20450,20890.576207777147,21247.719064920006
012,19153,19753,20675,20895.072641434617,21395.072641434617
010,18667,19267,20415,20922.00960179294,21207.723887507225
013,19374,19974,21810,21849.881474960122,21921.310046388695
014,19445,20045,21850,21870.180150702276,21941.608722130848
015,19841,20441,22000,22260.58804656559,22403.44518942273
016,20579,21179,22525,22620.05800488076,22691.486576309333
017,20683,21283,22545,22894.014100781715,23036.871243638856
019,21478,22078,23295,23315.180150702276,23386.608722130848
018,20958,21558,23005,23467.691733362095,23824.834590504954
020,21547,22147,23640,23900.58804656559,24043.44518942273
021,21677,22277,23990,24010.180150702276,24081.608722130848
022,21808,22408,24425,24652.414815471864,24795.271958329005
023,21838,22438,24645,24898.245885183074,25398.245885183074
024,23565,24165,24685,24949.30363324951,25449.30363324951
025,23789,24389,25400,25548.755969900856,26191.613112757997
026,23893,24493,26000,26159.813717565226,26802.670860422368
027,23932,24532,26050,26354.783113692698,26497.64025654984
028,24544,25144,26795,26826.2379479783,26897.666519406874
029,24599,25199,27100,27270.87146161127,27913.72860446841
030,25915,26515,27405,27425.180150702276,27496.608722130848
031,26123,26723,27500,27837.956357000316,27980.813499857457
032,26422,27022,28100,28120.180150702276,28191.608722130848
034,27378,27978,28585,28605.180150702276,28676.608722130848
033,27228,27828,28515,28909.832970734496,29338.404399305924
035,28961,29561,29565,29840.361381391485,30340.361381391485
036,30879,31479,31480,31700.072641434617,32200.072641434617
037,31800,32400,32400,32548.755969900856,33191.613112758
038,32708,33308,33310,33693.775243904594,34122.34667247602
039,34802,35402,35405,35676.399725146024,36319.25686800317
040,34983,35583,35585,35722.69821861844,36365.555361475585
041,35100,35700,35700,35938.472553447406,36081.32969630455
042,35384,35984,36685,36846.26967571376,36917.69824714233
043,36583,37183,37185,37402.540191380685,37973.96876280926
044,36866,37466,37470,37850.255719685985,37993.11286254313
045,37228,37828,37830,38156.89861122502,38299.755754082165
047,37422,38022,38595,38677.57966540887,39320.436808266015
048,37440,38040,38900,38920.180150702276,38991.60872213085
046,37313,37913,38575,38971.66425860883,39328.80711575168
049,38895,39495,39595,39899.7831136927,40042.64025654984
050,39543,40143,40145,40606.177092111844,41034.74852068327
