order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14709,15309,15310,15671.557294089871,16242.985865518442
003,15647,16247,16250,16811.206497214378,17311.206497214378
004,16126,16726,16845,16936.264278765724,17650.549993051438
002,15623,16223,16225,17019.067733456006,17233.35344774172
005,16817,17417,17835,17864.40946560554,18221.552322748397
006,16922,17522,17915,17937.071505531432,18579.928648388573
007,17648,18248,18255,18295.830134556712,18652.97299169957
008,18226,18826,18830,19402.62717518493,19902.62717518493
009,18986,19586,19590,19801.366108316644,19872.794679745217
010,19212,19812,19815,20486.016646384054,20843.159503526913
011,19906,20506,20510,20757.302996272087,20900.160139129228
012,20131,20731,20735,20764.40946560554,21121.552322748397
014,21003,21603,21605,21626.86381039369,21984.00666753655
015,21082,21682,21725,21752.928713408433,22395.785856265575
013,20553,21153,21445,22195.942233534464,22624.513662105892
016,21437,22037,22585,22606.86381039369,22964.00666753655
017,22422,23022,23025,23272.302996272087,23415.160139129228
018,22832,23432,23435,23717.36095371584,24074.5038108587
019,23181,23781,23785,24422.109949121375,24779.252806264234
020,23723,24323,24325,24509.829879062916,24724.11559334863
021,24044,24644,24675,24784.311240605355,24855.739812033928
022,24522,25122,25325,25544.486835706197,25830.201121420483
023,25065,25665,25665,26003.587539318498,26432.158967889925
024,25653,26253,26255,26466.366108316644,26537.794679745217
026,28539,29139,29140,29268.216646043125,29553.93093175741
027,28587,29187,29190,29355.683425872798,29427.11199730137
025,28520,29120,29120,29527.239976698853,30098.668548127425
028,29400,30000,30030,30687.7882251781,30973.502510892387
029,30287,30887,30890,30965.049266854723,31036.477838283296
030,30669,31269,31270,31842.62717518493,32342.62717518493
031,33102,33702,33705,34231.944492524,34731.944492524
032,34340,34940,34940,35170.90750624871,35456.62179196299
033,34420,35020,35020,35512.75174352569,36012.75174352569
034,34584,35184,35335,35535.25786624389,36178.115009101035
035,36309,36909,36910,37052.84209312056,37124.270664549134
037,36957,37557,37560,37633.55956348571,38276.416706342854
036,36440,37040,37040,37788.8065442597,38003.09225854542
038,37773,38373,38375,38668.35399424744,39025.49685139029
039,37849,38449,38605,38767.38348446531,39053.09777017959
040,37857,38457,38880,38901.86381039369,39259.006667536545
