order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,13097,13697,13700,13872.074370798446,14257.315499451683
002,15510,16110,16110,16228.234766491614,16492.93946759224
003,18398,18998,19000,19017.864333961996,19057.859111488855
004,19820,20420,20420,20520.306431663506,20744.873069716134
005,22582,23182,23185,23252.695769733742,23404.253463167497
006,23472,24072,24075,24180.97057454563,24418.218129498535
007,25808,26408,26410,26472.05831741358,26610.994848936516
008,32182,32782,32785,32953.78231681664,33331.65317536136
009,35411,36011,36015,36126.268981030604,36375.37864005434
010,36080,36680,36980,37181.87380089964,37633.83007157046
