order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14525,15125,15125,15830.278632110061,16187.421489252918
002,15092,15692,15695,16332.109949121377,16689.252806264234
003,15905,16505,16505,16667.38348446531,16953.097770179596
004,16642,17242,17245,17583.587539318498,18012.158967889925
005,17927,18527,18530,18694.567946102787,19337.425088959928
006,18529,19129,19130,19425.87087635583,19997.299447784404
007,19080,19680,19680,19941.171855260152,20298.31471240301
008,19799,20399,20400,20517.200285356557,20731.48599964227
009,20289,20889,20890,21120.907506248714,21406.621791963
010,20984,21584,21585,21784.945435588183,21856.374007016755
011,21197,21797,21800,22161.55729408987,22732.985865518443
012,21334,21934,22010,22594.047858025373,23094.047858025373
013,21937,22537,22540,22856.622961374134,23213.765818516993
014,22151,22751,23335,23542.671214323684,23756.956928609397
016,22936,23536,23815,24011.6454949153,24297.359780629587
015,22739,23339,23695,24420.965240504484,24635.250954790197
017,23661,24261,24360,24664.501564858496,25235.93013628707
018,26812,27412,27415,28140.965240504484,28355.250954790197
019,28284,28884,28885,29487.111771418506,29987.111771418506
020,28782,29382,29385,29680.87087635583,30252.299447784404
021,29224,29824,29825,30118.080891531346,30689.50946295992
022,30617,31217,31220,31316.4008943908,31959.258037247942
024,33465,34065,34065,34319.0785296798,34461.93567253694
023,33251,33851,33855,34359.103180415295,34859.103180415295
025,35883,36483,36485,36915.081315327705,37486.50988675628
026,36817,37417,37420,37829.80381177336,38329.80381177336
027,38148,38748,38750,38997.73784919519,39640.594992052334
028,38343,38943,38945,39557.33860700196,39843.052892716245
029,38756,39356,39360,39994.946861930744,40280.66114764503
