order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14631,15231,15235,15607.977965411146,16179.406536839717
002,14944,15544,15545,15787.328176889332,16073.042462603618
003,15231,15831,15835,16285.006204049658,16785.00620404966
004,16612,17212,17215,17347.152630591874,17418.581202020447
005,17202,17802,17805,17993.524764271355,18064.953335699927
006,18079,18679,18680,18998.712217738648,19570.14078916722
008,18583,19183,19185,19359.303638219404,19573.589352505118
007,18536,19136,19140,19410.57918618322,19982.00775761179
009,19191,19791,20175,20363.524764271355,20434.953335699927
010,20072,20672,20675,21300.689282520052,21657.83213966291
011,20344,20944,20945,21410.722145780972,21910.722145780972
012,21060,21660,21660,21801.72660538015,22444.58374823729
013,21920,22520,22520,22560.830134556712,22917.97299169957
014,22071,22671,22675,23323.530608589906,23752.102037161334
015,22737,23337,23340,23403.671513193425,23475.100084621998
016,24563,25163,25165,25205.830134556712,25562.97299169957
017,25096,25696,25700,26018.712217738648,26590.14078916722
018,26641,27241,27245,27683.58553454279,28255.014105971364
019,27313,27913,27915,28242.16688096724,28670.73830953867
020,28211,28811,28815,28854.349413251613,29497.206556108755
021,28820,29420,29420,29488.422923607828,30202.708637893542
022,31161,31761,31765,32349.047858025373,32849.04785802538
023,34676,35276,35280,35561.66021508787,36133.08878651644
024,34929,35529,35530,36114.04785802538,36614.04785802538
025,35534,36134,36135,36169.16194618075,36526.304803323605
026,36537,37137,37140,37355.92618406969,37927.354755498265
027,37252,37852,37855,37876.86381039369,38234.006667536545
028,37647,38247,38250,38477.3468541529,39048.77542558147
030,39289,39889,39890,40052.88296710502,40267.168681390736
029,39248,39848,39850,40120.14433515824,40263.00147801539
