order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,11552,12152,12155,12201.12802597743,12304.399725926902
002,12852,13452,13455,13535.112894162872,13714.470119900647
003,15334,15934,15935,16057.597259943008,16332.068737427355
004,15930,16530,16935,17189.600208209093,17759.600674348858
005,16129,16729,18360,18477.027689379687,18739.029979035702
006,19513,20113,20115,20167.934523818356,20286.444651769896
007,20799,21399,21400,21479.890937234857,21658.751244477073
008,21467,22067,22260,22316.630877083542,22316.630877083542
009,21525,22125,22953.333333333332,23166.09405936768,23642.424043026662
010,22651,23251,24245,24261.992407970964,24300.035112383564
011,22730,23330,24905,24952.270381365583,25058.09959337808
012,24195,24795,25660,25757.103441061536,25974.499204632135
013,25604,26204,26575,26747.074370798447,27132.315499451684
014,26791,27391,27735,27822.344691843242,28017.892509402736
015,30636,31236,31240,31428.117576993583,31849.276331456833
016,32998,33598,33600,33845.84919251777,34396.257832482945
017,33962,34562,35000,35068.562652400455,35222.061127923866
018,36242,36842,36845,36953.05348955042,37194.964287051356
019,36342,36942,37795,37977.674729389,38386.64800414049
020,36504,37104,38990,39013.52847384359,39066.20416155311
