order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,8820,9420,9420,9513.008831383273,9721.237558360752
002,8880,9480,9480,9773.932114180081,10431.989086225038
003,9360,9960,10325,10559.78793740832,11085.432573397098
004,10260,10860,11035,11230.76829802524,11669.055532410104
005,13740,14340,14340,14552.760726034347,15029.09070969333
006,15240,15840,15840,15986.173138712222,16313.4264343366
007,16140,16740,16740,16802.898509479703,16943.716068016354
008,17760,18360,18360,18459.940689072784,18683.68850042976
009,18240,18840,18840,18897.456298534667,19026.08980271676
010,18780,19380,19380,19606.279480518784,20112.87533242651
011,19560,20160,20160,20245.775155444662,20437.80908554465
012,20100,20700,20715,20842.958365669358,21129.432318660456
013,22140,22740,22740,22972.53950350436,23493.150332245463
014,26700,27300,27300,27401.24233502094,27627.90427909767
015,28800,29400,29400,29485.555079148664,29677.09630112328
016,29280,29880,29880,29936.630877083542,29936.630877083542
017,29400,30000,30280,30459.21722164632,30860.44980742166
018,29460,30060,30573.333333333332,30629.964210416874,30629.964210416874
019,29520,30120,31263.333333333332,31280.325741304296,31318.368445716897
020,30300,30900,31465,31687.673863212887,32186.1974375701
021,31920,32520,32520,32710.54550557125,33137.139921029266
022,34080,34680,34680,34814.02011743507,35114.06515646882
023,34320,34920,34920,34994.22679498543,35160.40618674385
024,35340,35940,35940,36152.76072603434,36629.09070969333
025,35760,36360,36360,36445.77515544466,36637.80908554465
026,36480,37080,37230,37246.99240797096,37285.035112383564
027,37800,38400,38400,38579.21722164632,38980.44980742166
