order_id,placed_ts,placed_hole,queue,mins_to_set,drive_out_min,drive_total_min,delivery_hole,golfer_node_idx,predicted_node_idx,actual_node_idx
001,11:00:55,3,,10.0,12.32535945456002,19.468216597417165,5,24,59,59
002,11:29:14,6,,10.016666666666667,5.075026080974931,14.598835604784455,7,60,98,98
003,11:43:42,18,,10.05,1.0611918865570866,2.2516680770332775,18,204,249,249
004,11:54:03,4,,10.033333333333333,10.993375408339368,18.13623255119651,5,36,66,66
005,12:28:03,17,,10.033333333333333,2.951734906105836,4.142211096582027,18,192,239,240
006,12:38:20,6,,10.0,6.977677437267933,16.501486961077457,7,60,88,88
007,12:42:17,11,,10.05,6.449419582936935,15.973229106746459,11,120,163,163
008,12:51:01,10,,23.9,5.497697181502917,15.021506705312442,11,108,158,158
009,13:09:46,4,,10.066666666666666,10.428154708667535,16.380535661048487,4,36,69,69
010,13:15:35,10,,24.416666666666668,7.124542573575915,15.457875906909248,12,108,176,176
011,13:17:09,11,,29.1,4.725835041698095,10.678215994079046,14,120,197,197
012,13:25:14,14,,40.266666666666666,2.571045979848289,3.76152217032448,18,156,241,242
013,14:22:13,4,,10.033333333333333,10.428154708667535,16.380535661048487,4,36,69,69
014,14:58:34,7,,10.016666666666667,3.5279757273868504,14.242261441672564,8,72,108,108
015,15:52:11,6,,10.066666666666666,6.216299423519134,15.740108947328658,7,60,92,92
016,16:17:28,15,,10.033333333333333,3.0804979843818727,6.651926555810445,16,168,222,222
017,16:20:21,8,,10.066666666666666,2.6601825660970158,14.564944470858922,9,84,117,117
018,17:26:43,18,,10.033333333333333,0.36439683989483457,6.316777792275787,-1,204,253,262
019,17:30:25,8,,10.0,1.7114155672524551,13.61617747201436,9,84,122,123
020,17:42:19,7,,10.766666666666667,3.1850282892866137,13.899314003572329,8,72,110,110
