order_id,placed_ts,placed_hole,queue,mins_to_set,drive_out_min,drive_total_min,delivery_hole,golfer_node_idx,predicted_node_idx,actual_node_idx
001,11:03:04,8,,10.016666666666667,0.9234833288593715,11.637769043145086,10,84,113,113
002,11:05:50,7,,10.0,3.251111247324237,15.155873152086142,9,72,100,100
003,11:11:58,6,,10.033333333333333,6.542051783854792,16.065861307664317,7,60,82,82
004,11:15:26,17,,19.316666666666666,0.33633584503792613,1.5268120355141166,18,192,225,230
005,11:16:14,13,,24.766666666666666,6.153299741644878,8.534252122597259,17,144,193,194
006,11:16:28,15,,29.866666666666667,1.5843000813460093,2.7747762718222,18,168,218,218
007,11:23:18,14,,24.783333333333335,5.079718561544966,7.460670942497347,17,156,199,200
008,11:49:12,17,,10.05,0.8489870480764391,2.0394632385526297,18,192,222,223
009,11:57:28,7,,10.033333333333333,3.6024713571901885,14.316757071475903,8,72,98,98
010,12:03:01,9,,10.066666666666666,2.113510181642111,12.827795895927826,10,96,120,120
011,12:07:53,8,,10.033333333333333,2.210045771182498,14.114807675944403,9,84,106,107
012,12:14:00,15,,17.833333333333332,3.2376258860961875,5.618578267048568,17,168,209,210
013,12:17:59,16,,17.933333333333334,2.5035325911044612,3.694008781580652,18,180,213,213
014,12:20:23,16,,21.7,1.5843000813460093,2.7747762718222,18,180,218,218
015,12:24:19,14,,23.183333333333334,4.527430028478315,6.908382409430696,17,156,202,202
016,12:30:57,6,,18.716666666666665,2.762932614428367,14.667694519190272,9,60,103,103
017,12:35:46,7,,19.15,2.026154829856508,13.930916734618414,9,72,107,107
018,12:35:51,18,,28.566666666666666,0.33633584503792613,1.5268120355141166,18,204,225,247
019,12:39:02,14,,35.38333333333333,3.2376258860961875,5.618578267048568,17,156,209,209
020,12:49:49,15,,26.183333333333334,3.053330129332365,5.4342825102847465,17,168,210,211
021,13:03:51,17,,15.066666666666666,0.33633584503792613,1.5268120355141166,18,192,225,229
022,13:08:08,17,,21.95,0.8489870480764391,2.0394632385526297,18,192,222,222
023,13:20:14,13,,10.266666666666667,7.721133179782433,12.483037941687197,15,144,176,176
024,13:28:09,15,,10.016666666666667,5.079718561544966,7.460670942497347,17,168,199,199
025,13:31:01,18,,11.15,0.33633584503792613,1.5268120355141166,18,204,225,234
026,13:33:49,9,,19.183333333333334,3.625669856344757,13.14947938015428,11,96,131,131
027,13:51:05,17,,10.0,1.5843000813460093,2.7747762718222,18,192,218,218
028,13:52:15,8,,10.0,2.762932614428367,14.667694519190272,9,84,103,104
029,13:58:29,7,,15.433333333333334,2.210045771182498,14.114807675944403,9,72,106,106
030,14:34:26,17,,10.066666666666666,0.5206324663050206,1.711108656781211,18,192,224,225
031,14:38:46,6,,10.066666666666666,3.7861456899103967,14.500431404196112,8,60,97,97
032,14:41:22,8,,10.05,1.192031533594066,11.90631724787978,10,84,115,115
033,14:51:08,3,,10.033333333333333,8.915345157116827,17.24867849045016,6,24,69,70
034,14:52:48,8,,20.533333333333335,3.625669856344757,13.14947938015428,11,84,131,130
035,15:16:45,18,,10.0,0.33633584503792613,1.5268120355141166,18,204,225,231
036,15:21:05,18,,10.0,0.33633584503792613,1.5268120355141166,18,204,225,235
037,15:56:30,17,,10.0,0.33633584503792613,1.5268120355141166,18,192,225,225
038,16:25:57,17,,10.05,1.2157086834189006,2.4061848738950915,18,192,220,220
039,16:31:20,8,,10.0,1.5606237332290525,12.274909447514768,10,84,117,117
040,16:39:12,14,,10.05,7.623903159395195,11.195331730823767,16,156,185,185
041,16:43:33,16,,10.033333333333333,4.1588382857550945,6.539790666707476,17,180,204,204
042,16:58:31,8,,10.066666666666666,1.6575633025210361,13.562325207282942,9,84,109,109
043,17:02:49,14,,10.016666666666667,6.706187236661086,10.277615808089658,16,156,190,190
044,17:06:38,8,,10.033333333333333,1.8418590090946965,13.746620913856601,9,84,108,108
045,17:15:28,6,,16.7,4.883717227950668,15.598002942236382,8,60,91,91
046,17:18:46,13,,14.4,7.808198986814629,11.379627558243202,16,144,184,184
047,17:26:04,6,,14.35,3.602471357190249,14.316757071475964,8,60,98,98
048,17:29:22,6,,25.216666666666665,1.4763706977887827,13.381132602550688,9,60,110,110
049,17:37:18,14,,20.533333333333335,5.264014390930242,7.644966771882624,17,156,198,198
050,17:47:16,9,,17.483333333333334,3.625669856344757,13.14947938015428,11,96,131,131
