order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14995,15595,15595,15640.582586480052,16354.868300765766
002,16479,17079,17080,17222.842093120562,17294.270664549134
003,16506,17106,17110,17357.302996272087,17500.160139129228
004,16704,17304,17895,18188.080891531346,18759.50946295992
005,17417,18017,18105,18244.63731543421,18530.351601148497
007,18631,19231,19360,19596.31717703947,20239.17431989661
006,18218,18818,19135,19748.532452286592,20105.67530942945
008,19117,19717,20710,20816.160355868775,21101.87464158306
009,19344,19944,20840,21002.38348446531,21288.097770179596
010,20397,20997,21705,21732.928713408433,22375.785856265575
011,20445,21045,21890,22007.200285356557,22221.48599964227
012,20883,21483,22825,23098.02953529731,23669.458106725884
013,23262,23862,23865,24158.080891531346,24729.50946295992
014,23937,24537,24540,24810.57918618322,25382.00775761179
015,24167,24767,25330,25507.10409436635,25578.532665794923
017,25170,25770,26180,26342.38348446531,26628.097770179596
016,24535,25135,25985,26369.39863628599,26940.827207714563
018,26336,26936,27230,27335.779615596177,27550.06532988189
019,26986,27586,27590,27706.79598009837,27992.510265812656
020,28448,29048,29050,29634.047858025373,30134.047858025373
021,29764,30364,30365,30737.977965411144,31309.406536839717
022,31899,32499,32500,32793.08089153135,33364.50946295992
023,33651,34251,34255,34428.80415451717,34714.518440231455
024,33664,34264,34265,34535.57918618322,35107.00775761179
025,34477,35077,35315,35365.71826452656,36008.5754073837
026,37021,37621,37625,37883.7236678228,38026.580810679945
027,37790,38390,38390,38574.82987906291,38789.11559334863
028,38052,38652,38655,38775.73192818326,38847.16049961183
030,38697,39297,39450,39643.87296214334,40358.158676429055
029,38678,39278,39390,40038.53060858991,40467.102037161334
