order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
004,17640,18240,18240,18395.08195429247,18742.280359424865
005,17760,18360,19345,19462.74617698131,19726.357020969313
007,19500,20100,20330,20341.328264823867,20366.690051742975
008,19980,20580,20970,21056.316315831857,21249.56179903751
011,22920,23520,23520,23599.050740451996,23776.030010120645
012,23040,23640,24380,24519.286652031293,24831.122440161053
013,23460,24060,25435,25440.664128833472,25453.34501428155
014,24420,25020,26055,26188.622509493558,26487.777381494063
015,25920,26520,27090,27274.440011510756,27687.365410415434
016,25980,26580,28290,28362.03007573702,28523.291439327364
017,27780,28380,29125,29141.992407970964,29180.035112383564
020,28500,29100,29785,29911.782227206597,30195.623034385546
021,28980,29580,30800,30899.940689072784,31123.68850042976
022,29880,30480,31725,31811.316315831857,32004.56179903751
024,33180,33780,33780,33855.59109505724,34024.82488996152
025,33840,34440,34625,34708.3140033276,34894.83789137447
027,36240,36840,36840,36936.0431701868,37151.06519299307
029,39480,40080,40080,40136.63087708354,40136.63087708354
