order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,10854,11454,11455,11623.004974699525,11999.135515071592
002,12377,12977,12980,13210.647993045792,13727.024096879655
003,15755,16355,16355,16427.03007573702,16588.291439327364
004,16190,16790,17190,17246.630877083542,17246.630877083542
005,16383,16983,17883.333333333332,17940.56769955664,18068.704340355085
006,19509,20109,20110,20243.622509493558,20542.777381494063
007,19735,20335,21145,21385.185058897037,21922.912802696377
008,20652,21252,22525,22581.630877083542,22581.630877083542
009,21302,21902,23218.333333333332,23280.39165074691,23419.32818226985
010,22478,23078,24020,24089.926952033296,24246.47982971978
011,23633,24233,24850,24979.563044977654,25269.62956358435
012,24721,25321,25870,25932.05831741358,26070.994848936516
013,26827,27427,27430,27541.2689810306,27790.378640054336
014,27804,28404,28405,28465.701787236252,28601.6013108995
015,30395,30995,30995,31051.630877083542,31051.630877083542
016,33450,34050,34083.333333333336,34130.60371469892,34236.432926711415
017,35657,36257,36260,36265.66412883347,36278.34501428155
018,36328,36928,36930,37090.74609520424,37450.62541282567
019,36623,37223,38055,38200.348403018914,38525.75527544932
020,39089,39689,39690,39891.87380089964,40343.83007157046
