order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,15061,15661,15665,15969.501564858496,16540.93013628707
002,15273,15873,15875,16325.006204049658,16825.00620404966
003,16856,17456,17460,17858.383141918534,18429.811713347106
004,17643,18243,18245,18456.36482410837,19099.22196696551
006,19391,19991,19995,20245.188194562812,20602.33105170567
005,19325,19925,19925,20497.62717518493,20997.62717518493
007,20473,21073,21205,21296.264278765724,22010.549993051438
008,21343,21943,21945,22018.55956348571,22661.41670634285
009,21640,22240,22615,22636.86381039369,22994.00666753655
010,21862,22462,23265,23430.683425872798,23502.11199730137
011,22201,22801,23595,23624.40946560554,23981.552322748397
012,24355,24955,24955,25178.09921485499,25820.95635771213
013,28299,28899,28900,29415.523834034524,29915.523834034524
014,28661,29261,29265,29461.6454949153,29747.359780629587
015,31878,32478,32480,33029.785824113904,33529.785824113904
016,34548,35148,35150,35411.60886488981,35983.03743631838
017,35648,36248,36250,36415.6834258728,36487.11199730137
018,38610,39210,39210,39626.05188491075,40126.05188491075
019,39111,39711,39715,39877.38348446531,40163.09777017959
