order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14809,15409,15410,15449.349413251612,16092.206556108755
002,14876,15476,15480,15548.422923607828,16262.708637893542
003,15442,16042,16045,16273.305169016996,16416.162311874137
005,16990,17590,17590,17663.55956348571,18306.41670634285
004,16879,17479,17480,17691.67854364321,18334.535686500352
006,17354,17954,17955,18041.469909940846,18112.89848136942
007,17490,18090,18715,18755.830134556712,19112.97299169957
008,17743,18343,18910,18996.469909940846,19067.89848136942
009,17882,18482,18935,19128.872962143338,19843.15867642905
011,18517,19117,19715,19736.86381039369,20094.00666753655
010,18234,18834,19670,19845.98861659957,20488.84575945671
012,18542,19142,20445,20552.821571822617,21195.678714679758
013,18631,19231,20695,20716.86381039369,21074.00666753655
014,18943,19543,21090,21206.79598009837,21492.510265812656
015,19379,19979,21675,21704.40946560554,22061.552322748397
016,20143,20743,21800,21973.804154517173,22259.51844023146
017,20285,20885,22095,22283.524764271355,22354.953335699927
018,20482,21082,22665,22903.76752431774,23475.196095746312
019,21066,21666,22860,22939.84360862329,23654.129322909004
020,21453,22053,22955,22976.86381039369,23334.00666753655
021,21767,22367,23935,23956.86381039369,24314.00666753655
022,21800,22400,24080,24291.366108316644,24362.794679745217
023,22729,23329,24255,24454.94416493644,25169.229879222155
024,23110,23710,24915,25017.684934035147,25731.97064832086
025,23161,23761,24965,25238.02953529731,25809.458106725884
026,23281,23881,25770,25791.86381039369,26149.00666753655
027,24037,24637,26335,26356.86381039369,26714.00666753655
028,24957,25557,26410,26609.94416493644,27324.229879222155
029,26385,26985,26985,27193.06616526183,27478.780450976115
030,27169,27769,27770,28052.36095371584,28409.5038108587
031,27970,28570,28570,28732.882967105015,28947.16868139073
032,28183,28783,28785,28824.349413251613,29467.206556108755
033,28429,29029,29030,29260.907506248714,29546.621791963
034,30250,30850,30850,30872.071505531432,31514.928648388573
035,30696,31296,31300,31386.469909940846,31457.89848136942
036,31351,31951,31955,32248.080891531346,32819.50946295992
037,32092,32692,32695,32763.422923607828,33477.70863789354
038,32534,33134,33135,33351.8844990075,33566.17021329322
039,32554,33154,33420,33545.34894005771,34259.63465434343
040,33226,33826,34080,34101.86381039369,34459.006667536545
041,33453,34053,34170,34440.940292375264,34798.08314951812
042,34036,34636,34860,34928.42292360783,35642.70863789355
043,36862,37462,37465,37726.17185526015,38083.31471240301
044,37169,37769,37770,37995.24784298248,38638.10498583962
045,37612,38212,38215,38426.364824108365,39069.22196696551
046,37628,38228,38685,38836.05798827132,39121.7722739856
047,38109,38709,39240,39391.05798827132,39676.7722739856
048,38140,38740,39670,39843.80415451717,40129.518440231455
049,38518,39118,39725,39873.19028330001,40587.47599758573
