order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14589,15189,15190,15417.168741394622,16060.025884251765
002,15397,15997,16665,17244.149844419793,17744.149844419793
003,15571,16171,18345,18365.180150702276,18436.608722130848
004,17476,18076,19040,19100.464103814622,19743.321246671763
005,19214,19814,20345,20521.833714691948,21236.11942897766
006,19501,20101,21840,21860.180150702276,21931.608722130848
007,19785,20385,22535,22718.199807759942,22861.056950617083
008,21558,22158,23465,23485.180150702276,23556.608722130848
009,24068,24668,24670,24774.695167770293,25417.552310627434
010,24766,25366,26020,26170.211955466268,26241.64052689484
011,25046,25646,26845,27228.77524390459,27657.34667247602
012,25171,25771,28260,28717.676484757176,29217.676484757176
013,26282,26882,29820,30150.287017632967,30650.287017632967
015,29082,29682,31855,31875.180150702276,31946.608722130848
016,34234,34834,34835,35030.06667483946,35744.352389125175
017,35689,36289,36345,36395.93922288459,36467.36779431316
018,37059,37659,37660,38095.31869300669,38309.604407292405
019,38658,39258,39260,39443.19980775994,39586.05695061709
020,39045,39645,40190,40210.180150702276,40281.60872213085
