order_id,placed_ts,placed_hole,queue,mins_to_set,drive_out_min,drive_total_min,delivery_hole
001,10:00,13,1,10,3,8,15
002,10:00,12,2,28,3,8,15
003,10:00,11,3,46,3,8,15
004,10:17,13,3,47,2,3,18
005,10:57,12,1,20,3,8,15
006,11:25,11,1,10,7,15,13
007,11:37,17,1,23,2,3,18
008,11:52,1,1,21,9,16,4
009,13:35,10,1,10,9,18,12
010,13:58,4,1,15,10,18,6
011,19:33:00,18,,,,,18
