order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,12493,13093,13095,13239.950793282316,13564.467494660634
002,14275,14875,14875,14997.691832022034,15272.375038041513
003,14753,15353,15875,15947.03007573702,16108.291439327364
004,15105,15705,16710,16831.249576871527,17102.703853449573
005,16611,17211,17705,17928.459642769936,18428.742425090688
006,19702,20302,20305,20422.74617698131,20686.357020969313
007,20123,20723,21290,21324.856777145193,21402.894337918013
008,20460,21060,22005,22241.312134985445,22770.369153609576
009,21585,22185,23375,23421.18365667322,23524.57990295655
010,21851,22451,24125,24227.767583941433,24457.84426440733
011,22530,23130,25060,25151.43929822937,25356.154145011536
012,24999,25599,25960,26145.655363768044,26561.30170056217
013,25226,25826,27165,27221.630877083542,27221.630877083542
014,25828,26428,27858.333333333332,28009.345879208267,28347.43366848051
015,31584,32184,32185,32264.050740451996,32441.030010120645
016,32426,33026,33045,33171.7822272066,33455.62303438554
017,34663,35263,35265,35352.34469184324,35547.89250940273
018,38532,39132,39135,39175.5195273709,39266.234887156505
019,38949,39549,39870,40038.00497469952,40414.13551507159
