order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14694,15294,15295,15675.255719685987,15818.11286254313
002,15117,15717,15720,15786.466744101574,16429.323886958715
003,15331,15931,15935,16382.807201221396,16954.23577264997
004,15555,16155,16420,16954.92070942701,17454.92070942701
005,16645,17245,17245,17549.783113692698,17692.64025654984
006,18721,19321,19325,19600.361381391485,20100.361381391485
007,18977,19577,19580,19796.14828143141,20439.005424288553
008,19070,19670,19670,20040.407611237337,20683.264754094478
009,19291,19891,20705,20776.521892015644,21419.379034872785
010,19421,20021,21040,21453.203200093034,21667.488914378748
011,19701,20301,21285,21636.566557411872,22136.566557411872
012,21127,21727,22020,22135.75289673891,22778.610039596053
013,22511,23111,23115,23622.00960179294,23907.723887507225
014,23067,23667,23670,24249.149844419793,24749.149844419793
015,24080,24680,24680,25028.31176959374,25671.16891245088
016,24415,25015,25015,25560.97845735301,26060.97845735301
017,24578,25178,25350,25753.576204132307,26325.00477556088
018,26657,27257,27260,27734.325722640842,28020.04000835513
020,28686,29286,29290,29671.465357055684,30028.608214198543
019,28643,29243,29245,29684.06159157251,30112.633020143938
021,29387,29987,29990,30349.36954294749,30992.22668580463
022,31122,31722,31725,32062.254004963394,32705.111147820535
023,33313,33913,33915,34087.14205754614,34158.57062897471
024,33810,34410,34410,34586.833714691944,35301.11942897766
025,35989,36589,36590,36610.180150702276,36681.60872213085
027,36451,37051,37055,37326.399725146024,37969.25686800317
026,36450,37050,37050,37534.894102816135,37820.60838853042
028,36955,37555,37555,37941.043594662464,38298.18645180532
029,38230,38830,38830,39330.467094138156,39616.18137985244
030,39167,39767,39770,39964.25755316577,40107.114696022916
