data_source,batch_id,simulation_id,mode,scenario,run_index,seed,num_carts,num_runners,groups,bev_order_prob,bev_price_usd,delivery_order_prob,prevent_front_upto_hole,runner_speed_mps,prep_time_min,on_time_rate,failed_rate,delivery_cycle_time_p50,delivery_cycle_time_p90,queue_depth_avg,queue_wait_avg,util_driving_pct,util_waiting_pct,util_handoff_pct,util_deadhead_pct,total_revenue,total_orders,successful_orders,failed_orders,orders_per_runner_hour,revenue_per_round,order_penetration_rate,average_order_value,bev_orders_per_cart_hour,bev_holes_covered_per_hour,bev_total_visibility_events,optimization_target,optimal_for_target,target_achieved,utilization_category,is_low_utilization,is_high_performance
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart1,bevcart,busy_weekday,3,64348,1,0,36,0.2,12.0,,,,,,,,,,,,,,,,,,,,,,,1.875,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart2,bevcart,busy_weekday,3,64349,1,0,36,0.2,12.0,,,,,,,,,,,,,,,,,,,,,,,1.875,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart1,bevcart,busy_weekday,3,74348,1,0,36,0.3,12.0,,,,,,,,,,,,,,,,,,,,,,,3.625,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart2,bevcart,busy_weekday,3,74349,1,0,36,0.3,12.0,,,,,,,,,,,,,,,,,,,,,,,2.25,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart1,bevcart,busy_weekday,3,84348,1,0,36,0.4,12.0,,,,,,,,,,,,,,,,,,,,,,,3.75,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart2,bevcart,busy_weekday,3,84349,1,0,36,0.4,12.0,,,,,,,,,,,,,,,,,,,,,,,3.625,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart1,bevcart,busy_weekday,3,94348,1,0,36,0.5,12.0,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart2,bevcart,busy_weekday,3,94349,1,0,36,0.5,12.0,,,,,,,,,,,,,,,,,,,,,,,6.25,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart1,bevcart,busy_weekday,3,104348,1,0,36,0.6,12.0,,,,,,,,,,,,,,,,,,,,,,,6.25,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart2,bevcart,busy_weekday,3,104349,1,0,36,0.6,12.0,,,,,,,,,,,,,,,,,,,,,,,6.25,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart1,bevcart,busy_weekday,3,114348,1,0,36,0.2,12.0,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart2,bevcart,busy_weekday,3,114349,1,0,36,0.2,12.0,,,,,,,,,,,,,,,,,,,,,,,1.375,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart3,bevcart,busy_weekday,3,114350,1,0,36,0.2,12.0,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart1,bevcart,busy_weekday,3,124348,1,0,36,0.3,12.0,,,,,,,,,,,,,,,,,,,,,,,3.5,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart2,bevcart,busy_weekday,3,124349,1,0,36,0.3,12.0,,,,,,,,,,,,,,,,,,,,,,,3.125,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart3,bevcart,busy_weekday,3,124350,1,0,36,0.3,12.0,,,,,,,,,,,,,,,,,,,,,,,3.5,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart1,bevcart,busy_weekday,3,134348,1,0,36,0.4,12.0,,,,,,,,,,,,,,,,,,,,,,,3.125,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart2,bevcart,busy_weekday,3,134349,1,0,36,0.4,12.0,,,,,,,,,,,,,,,,,,,,,,,3.5,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart3,bevcart,busy_weekday,3,134350,1,0,36,0.4,12.0,,,,,,,,,,,,,,,,,,,,,,,3.75,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart1,bevcart,busy_weekday,3,144348,1,0,36,0.5,12.0,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart2,bevcart,busy_weekday,3,144349,1,0,36,0.5,12.0,,,,,,,,,,,,,,,,,,,,,,,4.625,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart3,bevcart,busy_weekday,3,144350,1,0,36,0.5,12.0,,,,,,,,,,,,,,,,,,,,,,,5.125,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart1,bevcart,busy_weekday,3,154348,1,0,36,0.6,12.0,,,,,,,,,,,,,,,,,,,,,,,7.375,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart2,bevcart,busy_weekday,3,154349,1,0,36,0.6,12.0,,,,,,,,,,,,,,,,,,,,,,,5.875,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run03_cart3,bevcart,busy_weekday,3,154350,1,0,36,0.6,12.0,,,,,,,,,,,,,,,,,,,,,,,6.625,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart1,bevcart,busy_weekday,4,15349,1,0,36,0.2,12.0,,,,,,,,,,,,,,,,,,,,,,,2.125,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart1,bevcart,busy_weekday,4,25349,1,0,36,0.3,12.0,,,,,,,,,,,,,,,,,,,,,,,2.75,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart1,bevcart,busy_weekday,4,35349,1,0,36,0.4,12.0,,,,,,,,,,,,,,,,,,,,,,,3.75,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart1,bevcart,busy_weekday,4,45349,1,0,36,0.5,12.0,,,,,,,,,,,,,,,,,,,,,,,4.375,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart1,bevcart,busy_weekday,4,55349,1,0,36,0.6,12.0,,,,,,,,,,,,,,,,,,,,,,,5.875,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart1,bevcart,busy_weekday,4,65349,1,0,36,0.2,12.0,,,,,,,,,,,,,,,,,,,,,,,1.25,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart2,bevcart,busy_weekday,4,65350,1,0,36,0.2,12.0,,,,,,,,,,,,,,,,,,,,,,,2.125,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart1,bevcart,busy_weekday,4,75349,1,0,36,0.3,12.0,,,,,,,,,,,,,,,,,,,,,,,2.375,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart2,bevcart,busy_weekday,4,75350,1,0,36,0.3,12.0,,,,,,,,,,,,,,,,,,,,,,,3.125,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart1,bevcart,busy_weekday,4,85349,1,0,36,0.4,12.0,,,,,,,,,,,,,,,,,,,,,,,4.625,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart2,bevcart,busy_weekday,4,85350,1,0,36,0.4,12.0,,,,,,,,,,,,,,,,,,,,,,,4.125,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart1,bevcart,busy_weekday,4,95349,1,0,36,0.5,12.0,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart2,bevcart,busy_weekday,4,95350,1,0,36,0.5,12.0,,,,,,,,,,,,,,,,,,,,,,,4.875,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart1,bevcart,busy_weekday,4,105349,1,0,36,0.6,12.0,,,,,,,,,,,,,,,,,,,,,,,6.375,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart2,bevcart,busy_weekday,4,105350,1,0,36,0.6,12.0,,,,,,,,,,,,,,,,,,,,,,,6.5,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart1,bevcart,busy_weekday,4,115349,1,0,36,0.2,12.0,,,,,,,,,,,,,,,,,,,,,,,2.375,0.0,0.0,,,,Very High (60%+),No,No
batch_experiment,batch_20250814_175011,batch_20250814_175011_busy_weekday_run04_cart2,bevcart,busy_weekday,4,115350,1,0,36,0.2,12.0,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,Very High (60%+),No,No
