order_id,placed_ts,placed_hole,queue,mins_to_set,drive_out_min,drive_total_min,delivery_hole,golfer_node_idx,predicted_node_idx,actual_node_idx
001,11:08:15,1,,10.0,12.289764756837819,15.86119332826639,2,0,30,30
002,11:15:22,1,,10.05,12.67045361753923,16.241882188967804,2,0,28,29
003,11:20:10,9,,24.0,3.2915661972678816,14.005851911553597,10,96,146,146
004,11:23:40,6,,28.0,3.3376311040648337,14.051916818350549,8,60,109,109
005,12:28:50,9,,10.0,1.4163370824190376,12.130622796704753,10,96,136,136
006,12:47:37,2,,10.05,10.772792476788405,15.534697238693168,3,12,38,38
007,12:51:01,7,,10.066666666666666,3.563786402431045,14.27807211671676,8,72,106,106
008,12:56:50,18,,26.416666666666668,0.36439683989483457,6.316777792275787,-1,204,253,274
009,13:07:55,18,,17.5,0.49015776009230955,6.4425387124732625,-1,204,252,252
010,13:26:28,7,,13.116666666666667,3.5279757273868504,14.242261441672564,8,72,108,109
011,13:31:54,12,,10.016666666666667,5.277049356235572,11.229430308616523,14,132,194,194
012,13:39:52,18,,23.3,0.36439683989483457,6.316777792275787,-1,204,253,264
013,14:10:52,7,,10.05,3.231216035722294,15.1359779404842,9,72,114,114
014,14:56:45,6,,10.0,5.075026080974931,14.598835604784455,7,60,98,98
015,15:10:01,17,,10.066666666666666,2.012198803054283,3.2026749935304735,18,192,244,244
016,16:51:04,6,,10.016666666666667,6.9776774372678725,16.501486961077397,7,60,88,89
017,16:51:06,15,,10.066666666666666,2.524371604358506,6.095800175787078,16,168,219,219
018,17:06:02,4,,11.3,7.168021922128416,16.69183144593794,7,36,87,87
019,17:42:21,9,,10.066666666666666,1.035648500216727,11.749934214502442,10,96,134,134
020,17:55:38,16,,10.033333333333333,4.234642161329975,6.6155945422823565,17,180,232,231
