order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14566,15166,15170,15873.225731299906,16230.368588442763
002,15243,15843,15845,16127.36095371584,16484.5038108587
003,15837,16437,16440,16685.616354326765,16828.473497183906
004,16027,16627,16835,17089.0785296798,17231.93567253694
005,16078,16678,17085,17515.0813153277,18086.509886756274
006,16403,17003,17430,17745.74623204964,18174.31766062107
007,16731,17331,17835,18210.54449534188,18781.973066770453
008,18194,18794,18795,18968.804154517173,19254.51844023146
009,18606,19206,19210,19867.7882251781,20153.502510892387
010,19056,19656,19660,20080.039387774264,20580.039387774264
011,19388,19988,19990,20284.675610332102,20641.81846747496
012,19853,20453,20755,21037.36095371584,21394.5038108587
013,20239,20839,21185,21206.86381039369,21564.00666753655
014,20267,20867,21245,21490.616354326765,21633.473497183906
016,21054,21654,22165,22390.24784298248,23033.10498583962
015,20933,21533,21995,22413.660646236076,22985.08921766465
017,21863,22463,22465,22593.620955386978,22807.90666967269
018,23231,23831,23835,23856.86381039369,24214.00666753655
019,23277,23877,23880,24065.224824667162,24350.93911038145
020,24187,24787,24790,25362.62717518493,25862.62717518493
022,24808,25408,25410,25594.829879062916,25809.11559334863
021,24385,24985,24985,25756.647903788697,25970.93361807441
023,24878,25478,26410,26891.331072232326,27391.331072232326
024,26049,26649,26650,27059.803811773363,27559.803811773363
025,26093,26693,26695,27331.75462853546,27688.897485678317
026,26670,27270,27995,28231.31717703947,28874.17431989661
027,28056,28656,28660,28853.872962143338,29568.15867642905
028,29626,30226,30230,31024.067733456006,31238.35344774172
029,31463,32063,32065,32346.66021508787,32918.08878651644
030,31994,32594,32595,32811.8844990075,33026.17021329322
032,32700,33300,33520,33902.81426651389,34331.385695085315
031,32613,33213,33215,33908.838876296584,34337.41030486801
033,35709,36309,36310,36603.08089153135,37174.50946295992
034,35882,36482,36485,36915.081315327705,37486.50988675628
035,36590,37190,37190,37542.70315229863,38114.1317237272
036,36872,37472,37775,38069.6756103321,38426.81846747496
037,37034,37634,38090,38207.20028535656,38421.485999642275
038,38040,38640,38715,38855.04162568864,39069.327339974356
039,38612,39212,39215,39272.00222371909,39986.28793800481
040,39181,39781,39785,40522.38588541027,40736.67159969599
