order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14790,15390,15390,16150.227217052354,16364.512931338068
002,14818,15418,15420,16191.990953277522,16620.56238184895
003,14927,15527,16965,17210.616354326765,17353.473497183906
004,15222,15822,17225,17495.144335158242,17638.001478015383
005,18959,19559,19560,19958.383141918534,20529.811713347106
006,19276,19876,19880,20042.38348446531,20328.097770179596
007,19850,20450,20930,21141.36482410837,21784.22196696551
008,20953,21553,21555,21780.24784298248,22423.10498583962
010,22544,23144,23145,23381.31717703947,24024.17431989661
009,22300,22900,22900,23593.838876296584,24022.41030486801
011,23058,23658,24625,25282.7882251781,25568.502510892387
012,25196,25796,25800,25845.582586480054,26559.868300765767
013,26207,26807,26810,27069.158518909557,27640.58709033813
014,26773,27373,27375,28137.362897202795,28565.934325774222
015,30853,31453,31455,31728.02953529731,32299.458106725884
016,33280,33880,33880,34031.05798827132,34316.7722739856
017,34787,35387,35390,35832.8807874751,36332.8807874751
018,37202,37802,37805,38059.0785296798,38201.93567253694
019,37488,38088,38090,38838.8065442597,39053.09225854542
020,37830,38430,38805,39004.94416493644,39719.229879222155
