order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14569,15169,15170,15474.501564858496,16045.930136287066
002,15377,15977,15980,16239.158518909555,16810.587090338126
003,17062,17662,17665,18083.660646236076,18655.08921766465
004,17486,18086,18090,18230.041625688642,18444.327339974356
005,17890,18490,19045,19267.786782456733,19339.215353885305
006,18106,18706,19260,19366.160355868775,19651.87464158306
007,18111,18711,19940,20175.882326631217,20318.73946948836
008,18688,19288,20255,20317.138910013007,20959.99605287015
009,19973,20573,20920,20965.582586480054,21679.868300765767
010,20594,21194,21560,22041.331072232326,22541.331072232326
011,20977,21577,22280,22652.977965411144,23224.406536839717
012,21331,21931,23145,23344.94416493644,24059.229879222155
013,22826,23426,23825,24374.785824113907,24874.785824113907
014,22878,23478,24660,24989.861830890175,25561.290402318748
015,23843,24443,25475,25933.489732185408,26433.489732185408
016,24478,25078,26165,26215.71826452656,26858.5754073837
017,24786,25386,27035,27056.86381039369,27414.00666753655
018,26259,26859,27460,28032.62717518493,28532.62717518493
019,27084,27684,28015,28122.821571822617,28765.678714679758
020,28497,29097,29135,29360.24784298248,30003.10498583962
021,29925,30525,30525,30760.882326631217,30903.73946948836
022,32221,32821,32825,33484.60252450036,33913.17395307179
023,33094,33694,33695,33800.77961559618,34015.065329881894
024,33609,34209,34515,34536.86381039369,34894.006667536545
025,35329,35929,35930,35951.86381039369,36309.006667536545
026,36411,37011,37015,37077.138910013,37719.99605287015
027,36738,37338,37340,37623.55010250188,37980.69295964474
028,37053,37653,38320,38519.94416493644,39234.229879222155
029,38444,39044,39045,39306.17185526015,39663.31471240301
030,39311,39911,39915,40092.10409436635,40163.53266579492
