order_id,placed_ts,placed_hole,queue,mins_to_set,drive_out_min,drive_total_min,delivery_hole,golfer_node_idx,predicted_node_idx,actual_node_idx
001,11:08:58,9,,10.033333333333333,3.644237568886729,13.168047092696252,11,96,129,129
002,11:38:01,12,,10.066666666666666,6.434059910967153,11.195964672871916,15,132,169,169
003,11:38:11,16,,10.066666666666666,3.790246924531069,6.171199305483451,17,180,206,207
004,11:46:27,6,,18.05,2.762932614428367,14.667694519190272,9,60,103,103
005,12:08:31,1,,10.066666666666666,7.362926080506258,12.124830842411022,3,0,40,40
006,12:18:08,10,,11.116666666666667,4.220764753051238,12.554098086384572,12,108,138,138
007,12:28:13,1,,12.533333333333333,6.441447112135271,11.203351874040035,3,0,35,35
008,12:56:36,9,,10.066666666666666,1.9292149456485277,12.643500659934242,10,96,119,119
009,13:28:13,14,,10.033333333333333,7.808198986814629,11.379627558243202,16,156,184,184
010,13:33:57,1,,10.05,6.441447112135271,11.203351874040035,3,0,35,35
011,13:39:24,17,,20.266666666666666,0.33633584503792613,1.5268120355141166,18,192,225,234
012,13:57:59,14,,10.016666666666667,7.439607347158259,11.011035918586831,16,156,186,186
013,14:19:54,8,,10.016666666666667,1.1077790683595594,11.822064782645274,10,84,112,112
014,14:28:44,6,,10.016666666666667,3.9704411083278197,14.684726822613534,8,60,96,96
015,15:16:28,1,,10.033333333333333,7.178630261383538,11.940535023288302,3,0,39,39
016,16:00:36,10,,10.066666666666666,3.807503211904744,12.140836545238077,12,108,134,134
017,16:02:49,10,,10.016666666666667,5.85944262353114,14.192775956864473,12,108,147,147
018,17:31:44,8,,10.016666666666667,1.0077350635770321,11.722020777862747,10,84,114,114
019,17:32:27,8,,10.05,1.1920315335941267,11.906317247879842,10,84,115,115
020,17:36:31,10,,26.983333333333334,7.527232719367142,13.479613671748094,14,108,161,161
