order_id,order_time_s,ready_for_pickup_time_s,departure_time_s,delivery_timestamp_s,return_timestamp_s
001,14938,15538,15540,15758.654254133204,16330.082825561774
003,16691,17291,17295,17522.414815471864,17665.271958329005
002,16681,17281,17285,17671.04359465803,17956.757880372315
004,17187,17787,18270,18435.775956865702,19150.061671151416
005,18511,19111,19115,19556.775564830376,19842.48985054466
006,19088,19688,19755,20008.245885183074,20508.245885183074
007,19693,20293,20445,20831.486826728116,21117.201112442403
008,21396,21996,22000,22115.75289673891,22758.610039596053
009,23293,23893,23895,24363.491939208878,24577.77765349459
010,23637,24237,24240,24626.486826728116,24912.201112442403
011,23964,24564,25180,25200.180150702276,25271.608722130848
012,25079,25679,25680,26126.376440829496,26340.66215511521
013,26394,26994,26995,27061.466744101574,27704.323886958715
014,26924,27524,27525,27763.22646649967,28406.08360935681
015,29788,30388,30390,30820.717815683012,31106.4321013973
016,32436,33036,33040,33268.450192714285,33768.450192714285
017,32569,33169,33170,33521.56655741187,34021.56655741187
018,37904,38504,38505,38565.46410381462,39208.32124667177
019,37947,38547,38550,38621.52189201565,39264.37903487279
020,38191,38791,39810,40261.63396316203,40618.77682030488
